ada,issue_date,subject,supplier_afm,supplier_name,recorded_amount,note
ΨΘΧΒ46906Λ-Π5Ο,2022-04-07,ΕΞΟΦΛΗΣΗ ΧΕ 186/2022,091538410,ΛΕΩΝ ΣΑΛΤΙΕΛ ΚΑΙ ΥΙΟΙ ΟΕ,91538410.00,amount equals supplier AFM - data-entry error
ΩΧΑΑ46906Λ-ΞΑΔ,2023-08-09,ΕΞΟΦΛΗΣΗ ΧΕ 1851/2023,997296038,SIDAPHARM  I K E,997296038.00,amount equals supplier AFM - data-entry error
9Λ7Ω46906Λ-ΑΘΘ,2024-08-23,ΕΞΟΦΛΗΣΗ ΧΕ 1973-2024 ΚΑΕ 849,094421389,ΑΤΤΙΚΗ ΟΔΟΣ ΑΕ ΠΑΡΑΧΩΡΗΣΗΣ ΕΛΕΥΘΕΡΗΣ ΛΕΩΦ ΕΛΕΥΣΙΝΑΣ ΣΤΑΥΡΟΥ  ΑΔ ΣΠΑΤΩΝ ΚΑΙ ΔΥΤ ΠΕΡ ΛΕΩΦ ΥΜΗΤΤΟΥ,94421389.00,amount equals supplier AFM - data-entry error
