ada,issue_date,subject,supplier_afm,supplier_name,recorded_amount,note
90ΑΡ4690Β1-Ι15,2022-03-10,Χ Ρ Η Μ Α Τ Ι Κ Ο   Ε Ν Τ Α Λ Μ Α   Π Λ Η Ρ Ω Μ Η Σ     261 Γ,052535839,"ΜΑΜΑΛΙΓΚΑΣ,,ΓΑΒΡΙΗΛ ΣΠΥΡΙΔΩΝ,ΙΩΑΝΝΗΣ",52535839.00,amount equals supplier AFM - data-entry error
