org,ada,issue_date,subject,award_amount,supplier_afm,supplier_name
99221985,ΨΨ324690Ω3-ΗΓΖ,2024-11-29,Σύμβαση υπ ́ αριθμ. 1643/2024,260.4,999749814,ΝΙΚΟΛΑΙΔΗΣ Μ Κ ΣΙΑ ΟΕ
99221985,ΨΜΔΡ4690Ω3-Λ9Ξ,2024-11-28,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1633/2024 Με αντικείμενο προμήθειας: «Λάμες μιας χρήσεως SPECRTUM για δύσκολη διασωλήνωση GLIDESCOPE VIDEO LARYNGOSCOPE με συνοδό εξοπλισμό»,37200.0,051089327,"ΜΠΑΡΩΝΟΣ,,ΑΘΑΝΑΣΙΟΣ,ΣΤΑΜΑΤΙΟΣ"
99221985,63ΕΥ4690Ω3-Ψ13,2024-11-28,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1632/2024 Με αντικείμενο προμήθειας: «ΛΑΜΕΣ MCBLADE S2 – S4»,4687.2,094498111,MEDTRONIC HELLAS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟ
99221985,Ρ43Η4690Ω3-ΧΞΧ,2024-11-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1631/2024 Με αντικείμενο προμήθειας: «Αισθητήρας θερμοκρασίας υψηλής ακρίβειας ""General Purpose Temperature Probe Single Patient Use Adult 3m"", οισοφάγου και ορθού»",33480.0,999307110,ΚΑΛΤΕΚ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΜΗΧΑΝΗΜΑΤΩΝ ΜΟΝΟ
99221985,Ψ81Κ4690Ω3-Μ34,2024-11-27,ΣΥΜΒΑΣΗ ΥΠ ́ΑΡΙΘ. 1623/2024,33244.8,800324752,ΧΡΙΣΤΟΔΟΥΛΟΣ ΑΝΑΓΝΩΣΤΟΥ ΚΑΙ ΣΙΑ ΕΕ
99221985,6ΧΝ94690Ω3-ΒΔΟ,2024-09-24,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1271/2024,9159.65,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩ
99221985,ΡΒΖΘ4690Ω3-ΠΔΥ,2024-11-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1634/2024 Συμβατικής Αξίας : 22.752,90€ συμπεριλαμβανομένου ΦΠΑ 21.465,00€ άνευ ΦΠΑ  Με αντικείμενο την προμήθεια: Υγρό ταχείας απολύμανσης και καθαρισμού επιφανειών με   ψεκασμό  συσ",22752.9,999862491,PAUL HARTMANΝ HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΚΑΙ ΚΑΤΑΣΚΕΥΗ
99221985,ΡΟΚΝ4690Ω3-Ε9Β,2024-11-28,"Σύμβαση υπ΄ αριθμ. 1635/2024  Συμβατικής Αξίας : 5.778,40€ συμπεριλαμβανομένου 24%  Με αντικείμενο: την προμήθεια αναλώσιμων ειδών για την κάλυψη λειτουργικών αναγκών της Πανεπιστημιακής Παιδιατρικής ",5778.4,094437130,ΔΕΛΤΑ ΙΑΤΡΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,Ψ7ΧΓ4690Ω3-Ω6Γ,2024-09-23,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘΜ. 1267/2024  Συμβατικής Αξίας : 3.130,00€ πλέον ΦΠΑ (ήτοι 3.881,20€ συμπεριλαμβανομένου ΦΠΑ)  Mε αντικείμενο την προμήθεια φίλμ για κάμερα Drystar για τις ανάγκες του ΠΓΝ Αλεξανδρούπολ",3881.2,094025805,ΑΓΚΦΑ  ΓΚΕΒΕΡΤ  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΟΣ   ΕΜΠΟΡΙΚΗ ΚΑΙ  ΒΙΟΜΗΧ
99221985,ΨΚ7Μ4690Ω3-Ψ1Β,2024-11-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1630/2024 Με αντικείμενο προμήθειας: «ΒΕΛΟΝΑ ΜΕ ΑΚΡΟ (FACED-TIP) ΑΠΟΚΛΕΙΣΜΟΥ ΝΕΥΡΟΥ (ΔΙΑΦΟΡΑ ΝΟΥΜΕΡΑ)»,12392.06,997672386,ΥΓΕΙΟΔΥΝΑΜΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΦΟΔΙΩΝ
99221985,62Α94690Ω3-2ΦΞ,2024-11-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1629/2024 Με αντικείμενο προμήθειας: «ΒΙΝΤΕΟ-ΛΑΡΥΓΓΙΚΕΣ ΜΑΣΚΕΣ ΜΙΑΣ ΧΡΗΣΗΣ Ν.03-N.04-N.05»,12395.04,099007886,ΒΙΟΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΙΣΑΓΩΓΗ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΠΡΟΙ
99221985,66ΠΩ4690Ω3-ΘΙ6,2024-11-28,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1628/2024 Με αντικείμενο προμήθειας: «ΚΟΥΒΕΡΤΑ (ΧΕΙΡ. ΧΡΗΣΗΣ) ΟΛΟΣΩΜΗ ΟΛΙΚΗΣ ΚΑΛΥΨΗΣ 220Χ133cm (ΜΕ ΟΠΗ ΧΕΙΡΟΥΡΓΙΚΗΣ ΠΡΟΣΒΑΣΗΣ)»,12369.0,094447320,ΜΕΝΤΙ ΣΑΠ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,Ρ55Α4690Ω3-ΔΚ1,2024-11-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1627/2024 Με αντικείμενο προμήθειας: «ΣΥΣΤΗΜΑ ΚΡΥΟΝΕΥΡΟΛΥΣΗΣ»,25232.76,801361689,77 ΜΕΝΤΙΚΑΛ ΓΟΥΕΡ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ε Π Ε
99221985,9ΞΧΠ4690Ω3-0Χ2,2024-11-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1626/2024 Με αντικείμενο την προμήθεια: «Θηκάρια αγγειογραφίας – αγγειοπλαστικής για κερκιδική αρτηρία»,33046.0,997808976,Β ΤΥΜΠΑΝΙΔΗΣ Κ ΜΟΥΣΤΑΚΑ ΟΕ
99221985,Ρ12Σ4690Ω3-Ω6Α,2024-11-27,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1625/2024  Συμβατικής Αξίας : 5.811,73€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή με αρχικά Μ.Γ. (1585383).",5811.73,094101530,ΔΗΜ ΡΕΚΟΥΤΗΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΟΡΘΟΠΕΔΙΚΩΝ ΕΙΔΩΝ
99221985,9ΖΔΡ4690Ω3-ΔΜ7,2024-11-27,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1624/2024  Συμβατικής Αξίας : 6.898,83€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή Χ.Ο.Τ. (138292).  CPV: 33141700-7",6898.83,082802380,MEDINOR ΕΕ
99221985,9ΔΟΘ4690Ω3-ΛΛ3,2024-11-27,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1589/2024 	 Συμβατικής Αξίας : 16.272,00€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΦΙΛΤΡΑ ΕΞΩΝΕΦΡΙΚΗΣ ΚΑΘΑΡΣΗΣ ΓΙΑ ΣΗΨΗ.",16272.0,802225604,VANTIVE ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
99221985,62Α54690Ω3-ΕΥΤ,2024-10-18,"Σύμβαση υπ΄ αριθμ. 1393/2024 Συμβατικής Αξίας : 3.572,53€ συμπεριλαμβανομένου 24%  Με αντικείμενο: την προμήθεια υλικών με σκοπό την πραγματοποίηση εργασιών για την ηλεκτρολογική τροφοδότηση νέου  ανα",3572.33,998759350,ΚΟΥΣΗΣ ΑΕ
99221985,ΨΠΞ44690Ω3-5Θ2,2024-11-25,Σύμβαση ετήσιας παροχής υπηρεσιών  συντήρησης με ανταλλακτικά ιατροτεχνολογικού εξοπλισμού για τις ανάγκες της Μονάδας Εντατικής Νοσηλείας Νεογνών του Π.Γ.Ν. Αλεξανδρούπολης.  ΥΠ. ΑΡΙΘΜ 1616/2024 Συνο,16380.4,011651035,"ΤΖΑΝΙΔΑΚΗΣ,,ΕΜΜΑΝΟΥΗΛ,ΤΗΛΕΜΑΧΟΣ"
99221985,Ψ97Σ4690Ω3-9ΗΘ,2024-11-25,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1620/2024 Με αντικείμενο την προμήθεια: «ΕΝΔΟΝΑΡΘΗΚΑ ΧΡΩΜΙΟΥ ΚΟΒΑΛΤΙΟΥ(COCR) ΚΑΛΥΜΜΕΝΟ (ΑΟΡΤΗΣ)»,32544.0,800543186,Θ ΔΟΔΟΥΣΗΣ Δ ΔΟΔΟΥΣΗΣ Ε Ε
99221985,6Α554690Ω3-Ρ53,2024-11-25,"Σύμβαση υπ΄ αριθμ. 1618/2024 Συμβατικής Αξίας : 3.840,26€ συμπεριλαμβανομένου 24%  Με αντικείμενο την προμήθεια υλικών - ανταλλακτικών (υδραυλικά είδη - λαμαρίνες) για την κάλυψη αναγκών της Τεχνικής ",3840.26,082165116,ΑΡΓΥΡΙΟΥ ΝΙΚΟΛΑΟΣ ΚΑΙ ΣΙΑ ΕΕ
99221985,ΡΞΜ84690Ω3-ΑΛΞ,2024-11-22,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1615/2024 Με αντικείμενο την προμήθεια: «ΕΝΔΟΝΑΡΘΗΚΑ ΧΡΩΜΙΟΥ ΚΟΒΑΛΤΙΟΥ(COCR) ΚΑΛΥΜΜΕΝΟ ME EPTFE ΠΡΟΦΟΡΤΩΜΕΝΟ ΣΕ ΜΠΑΛΟΝΙ (ΛΑΓΟΝΙΩΝ)»,31640.0,800543186,Θ ΔΟΔΟΥΣΗΣ Δ ΔΟΔΟΥΣΗΣ Ε Ε
99221985,9ΟΘΩ4690Ω3-ΝΣΜ,2024-11-22,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1611/2024 Με αντικείμενο προμήθειας: «Πολυεστερικά Μοσχεύματα ευθέα «Albograft»,30171.0,094396063,ΝΟΣΟΚΟΜΕΙΑΚΗ ΓΡΑΜΜΗ ΑΕ ΕΙΣΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΙΑΤΡΙΚΟΥ ΝΟΣΟΚ
99221985,6ΩΛΗ4690Ω3-ΙΜ2,2024-11-22,"Σύμβαση υπ΄ αριθμ. 1612/2024 Συμβατικής Αξίας : 5.989,20€ συμπεριλαμβανομένου 24%  Με αντικείμενο: την προμήθεια υλικών/ανταλλακτικών για την διασφάλιση της ομαλής και αδιάλειπτης λειτουργίας του κλιμ",5989.2,101329710,"ΜΠΑΣΔΑΝΗΣ,,ΔΗΜΗΤΡΙΟΣ,ΚΩΝΣΤΑΝΤΙΝΟΣ"
99221985,6ΧΖΨ4690Ω3-ΧΥ0,2024-11-22,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1610/2024 Με αντικείμενο προμήθειας: «Ενδοαγγειακών Υλικών για την διενέργεια της χειρουργικής επέμβασης του ασθενούς της Παν. Αγγειοχειρουργικής κλινικής του Π.Γ.Ν.Α., κ. Κ.Ι. (46079",25253.55,094396063,ΝΟΣΟΚΟΜΕΙΑΚΗ ΓΡΑΜΜΗ ΑΕ ΕΙΣΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΙΑΤΡΙΚΟΥ ΝΟΣΟΚ
99221985,ΨΕΑΔ4690Ω3-8ΦΙ,2024-11-22,"ΤΡΟΠΟΠΟΙΗΣΗ ΣΥΜΒΑΣΗΣ ΥΠ΄ΑΡΙΘ. 972/2024 Συμβατικής Αξίας : 22.048,00 € συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια με περιγραφή:  «ΑΝΤΙΔΡΑΣΤΗΡΙΑ ΣΥΜΒΑΤΑ ΜΕ ΤΟ ΜΗΧΑΝΗΜΑ ALINITY i»  Αριθμός Δέσ",22048.0,094027257,ABBOTT LABORATORIES ΕΛΛΑΣ ABEE
99221985,6Χ3Ε4690Ω3-2ΑΝ,2024-11-21,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1609/2024 Με αντικείμενο την προμήθεια: «Ενδοαγγειακά υλικά για τη διενέργεια χειρουργικών επεμβάσεων (καρωτίδων) σε ασθενείς του ΠΓΝΑ»,35501.7,800543186,Θ ΔΟΔΟΥΣΗΣ Δ ΔΟΔΟΥΣΗΣ Ε Ε
99221985,6Ν984690Ω3-ΕΛ0,2024-11-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1608/2024 Συμβατικής Αξίας : 180,80€ συμπεριλαμβανομένου ΦΠΑ (160,00€ πλέον ΦΠΑ) Με αντικείμενο την προμήθεια του υλικού: « ΣΤΥΛΕΟΣ ΜΕ ΑΞΟΝΑ ΑΠΟ ΑΛΟΥΜΙΝΙΟ Ή ΠΛΑΣΤΙΚΟ ΚΑΙ ΒΥΣΜΑ ΑΠΟ ΣΥΝ",180.8,095618368,ΕΜΠΟΡΙΑ ΚΑΙ ΤΕΧΝΟΓΝΩΣΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ 
99221985,6ΞΞ34690Ω3-ΖΘΚ,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1607/2024 Με αντικείμενο προμήθειας: «ΕΙΔΙΚΑ ΘΗΚΑΡΙΑ ΕΙΣΑΓΩΓΗΣ ΚΑΘΕΤΗΡΩΝ ΑΡΤΗΡΙΑΣ-ΦΛΕΒΑΣ ΜΕ ΔΙΑΣΤΟΛΕΑ, ΑΙΜΟΣΤΑΤΙΚΗ ΒΑΛΒΙΔΑ ΚΑΙ ΜΕ ΕΝΣΩΜΑΤΩΜΕΝΟ ΣΠΕΙΡΑΜΑ»",14756.0,094429990,TELEFLEX MEDICAL ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ
99221985,ΡΕΝ74690Ω3-ΕΗΘ,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1604/2024 Συμβατικής Αξίας : 3.701,40€ συμπεριλαμβανομένου ΦΠΑ 2.985,00€ άνευ ΦΠΑ Με αντικείμενο την προμήθεια: Δοχεία Χειρουργικών Δειγμάτων 0,5 Lt, 1 Lt, 10 Lt, 2,5-3 Lt και 5 Lt",3701.4,998630320,ΧΡΗΣΤΟΣ ΜΟΥΤΑΦΗΣ ΕΤΕΡΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ
99221985,Ρ27Δ4690Ω3-ΙΙΚ,2024-11-20,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1605/2024 Με αντικείμενο την προμήθεια:  «Υγειονομικών Υλικών (ΨΑΛΙΔΟΕΙΔΗΣ ΛΑΒΙΔΑ ΗΛΕΚΤΡΟΘΕΡΜΘΚΗΣ ΣΥΓΚΟΛΛΗΣΗΣ ΚΑΙ ΔΙΑΤΟΜΗΣ ΑΓΓΕΙΩΝ ΜΕ ΑΝΤΙΚΟΛΛΗΤΙΚΟ ΝΑΝΟΥΛΙΚΟ 21cm) για την κάλυψη των ,36995.4,082525697,ΑΝΑΣΤΑΣΙΟΣ ΜΑΥΡΟΓΕΝΗΣ ΙΑΤΡΟΤΕΧΝΟΛΟΓΙΚΑ ΕΙΔΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
99221985,ΨΞΩΣ4690Ω3-Φ3Γ,2024-11-20,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1606/2024 Με αντικείμενο την επείγουσα προμήθεια: «Ενδοαγγειακό μόσχευμα θωρακικής αορτής για την διενέργεια της χειρουργικής επέμβασης του ασθενούς της Παν. Αγγειοχειρουργικής κλινικ,22541.1,800524817,SYSTEMED ATHENS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
99221985,6ΗΝΓ4690Ω3-ΦΘΞ,2024-11-20,Σύμβαση Υπ ́αριθμ. 1600/2024,3392.64,800777790,INSIDE ΙΑΤΡΙΚΕΣ ΤΕΧΝΟΛΟΓΙΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
99221985,6ΔΞΣ4690Ω3-ΟΧ1,2024-11-20,Σύμβαση Υπ ́αριθμ. 1602/2024,6820.0,094396063,ΝΟΣΟΚΟΜΕΙΑΚΗ ΓΡΑΜΜΗ ΑΕ ΕΙΣΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΙΑΤΡΙΚΟΥ ΝΟΣΟΚ
99221985,9ΕΧΗ4690Ω3-ΔΔΡ,2024-11-20,ΣΥΜΒΑΣΗ ΥΠ ́ΑΡΙΘ. 1603/2024,35879.4,999656321,ΒΙΟΚΟΝ ΙΑΤΡΙΚΑ ΚΑΙ ΒΙΟΤΕΧΝΟΛΟΓΙΚΑ ΠΡΟΙΟΝΤΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣ
99221985,699Ψ4690Ω3-ΗΜΙ,2024-11-19,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1416/2024 Με αντικείμενο την προμήθεια: «ΣΕΤ ΙΝΑΣ LASER ΓΙΑ ΣΥΡΙΓΓΙΑ ΚΥΣΤΗΣ ΚΟΚΚΥΓΟΣ»,5627.4,801725809,MEDICAL DYNAMICS ΠΡΟΜΗΘΕΙΑ ΚΑΙ ΕΜΠΟΡΙΑ ΚΑΙΝΟΤΟΜΩΝ ΙΑΤΡΙΚΩΝ Π
99221985,6ΘΒΚ4690Ω3-Θ4Β,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1599/2024  Συμβατικής Αξίας : 6.590,25€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή Γ.Π. (1655445)     CPV: 33141700-7",6590.25,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑ
99221985,6ΘΓ64690Ω3-15Ν,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1598/2024  Συμβατικής Αξίας : 3.851,66€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή Σ.Β. (1779047).  CPV: 33141700-7",3851.66,082802380,MEDINOR ΕΕ
99221985,ΨΣΧ14690Ω3-Δ27,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1594/2024  Συμβατικής Αξίας : 23.566,11€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τους ασθενείς Α.Α. (255388), Κ.Δ. (155964), Μ.Μ. (1644460) και ",23566.11,082802380,MEDINOR ΕΕ
99221985,ΨΣΨΧ4690Ω3-7ΔΚ,2024-11-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1586/2024  Συμβατικής Αξίας : 6.999,73€ συμπεριλαμβανομένου ΦΠΑ  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή Τ.Α. (1685552).  CPV: 33141700-7",6999.73,082802380,MEDINOR ΕΕ
99221985,ΡΚΘ34690Ω3-ΡΑΔ,2024-11-19,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1596/2024 Με αντικείμενο την προμήθεια: «Υγειονομικών Υλικών για την τοποθέτησή τους στον ασθενή της Παν. Καρδιολογικής κλινικής του Π.Γ.Ν.Α., Δ.Γ. (271022)»",20509.5,094498111,MEDTRONIC HELLAS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟ
99221985,Ρ81Σ4690Ω3-5Δ7,2024-11-19,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1595/2024 Με αντικείμενο την προμήθεια: «Υγειονομικών Υλικών για την τοποθέτησή τους στον ασθενή της Παν. Καρδιολογικής κλινικής του Π.Γ.Ν.Α., Κ.Μ (473805)»",20509.5,094498111,MEDTRONIC HELLAS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟ
99221985,Ψ5ΖΦ4690Ω3-ΗΔ0,2024-11-19,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1597/2024 Με αντικείμενο την προμήθεια: «ΠΛΗΡΕΣ ΣΥΣΤΗΜΑ ΔΙΑΚΑΘΕΤΗΡΙΑΚΗΣ ΕΜΦΥΤΕΥΣΗΣ ΒΑΛΒΙΔΩΝ ΚΑΡΔΙΑΣ ΓΙΑ ΤΗΝ ΤΟΠΟΘΕΤΗΣΗ ΤΟΥΣ ΣΤΟΝ ΑΣΘΕΝΗ Α.Ν. (1691824)»,20114.0,999869222,EDWARDS LIFESCIENCES HELLAS  ΕΝΤΟΥΑΡΝΤΣ ΛΑΙΦΣΑΙΕΝΣΕΣ ΕΛΛΑΣ Μ
99221985,Ψ80Φ4690Ω3-ΩΡ7,2024-11-08,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1542/2024 Συμβατικής Αξίας : 5.555,20€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών «ΚΕΦΑΛΗ ΝΕΦΕΛΟΠΟΙΗΣΗΣ ΠΑΛΛΟΜΕΝΟΥ ΠΕΤΑΣΜΑΤΟΣ», για την κάλυψη των λειτου",5555.2,094497279,SANTAIR ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΦΑΡΜΟΓΩΝ
99221985,6ΚΟ74690Ω3-ΗΒ2,2024-11-08,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1543/2024 Συμβατικής Αξίας : 9.721,60€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών «ΣΕΤ ΘΕΡΜΕΝΟΜΕΝΟΥ ΑΕΡΑΓΩΓΟΥ ΜΕ ΥΠΟΔΟΧΗ ΝΕΦΕΛΟΠΟΙΗΤΗ», για την κάλυψη τω",9721.6,094437130,ΔΕΛΤΑ ΙΑΤΡΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,9Ψ9Κ4690Ω3-ΝΕ5,2024-11-19,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1592/2024 Συμβατικής Αξίας : 26.076,00 € συμπεριλαμβανομένου ΦΠΑ 	(24.600,00 €  πλέον ΦΠΑ)   Με αντικείμενο την προμήθεια του υλικού:  « DATSCAN 10MCI (I-123 IOFLUPANE) * ΡΑΔΙΟΦΑΡΜΑΚΟ",26076.0,094465442,ΦΑΡΜΑΖΑΚ ΑΝΩΝΥΜΗ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ
99221985,Ψ5Ο84690Ω3-2Φ7,2024-11-19,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1588/2024 Συμβατικής Αξίας : 2.014,00 € συμπεριλαμβανομένου ΦΠΑ 	(1.900,00 €  πλέον ΦΠΑ)   Με αντικείμενο την προμήθεια του υλικού:  « TEKTROTYDE KIT ΓΙΑ ΤΗΝ ΠΡΟΕΤΟΙΜΑΣΙΑ 99mTc-HYNICT",2014.0,998854561,Γ ΠΑΠΑΝΙΚΟΛΟΣ Α ΜΠΟΥΜΠΑΣ ΟΕ
99221985,9ΧΘΗ4690Ω3-ΡΜΓ,2024-11-18,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1584/2024  Συμβατικής Αξίας : 23.335,56€ συμπεριλαμβανομένου ΦΠΑ 	(18.819,00 πλέον ΦΠΑ)   Με αντικείμενο την προμήθεια: Υγειονομικών Υλικών (ΣΥΣΚΕΥΗ ΧΕΙΡΟΥΡΓΙΚΟΥ CUSA ΜΕ ΤΟΝ ΑΠΑΡΑΙΤΗΤ",23335.56,999401508,ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΚΑΙ ΕΙΣΑΓΩΓΩΝ ΙΑΤΡΙ
99221985,6ΕΛΜ4690Ω3-ΝΒΘ,2024-11-01,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1433/2024 Με αντικείμενο την τιμολόγηση ενδοαγγειακών υλικών  τα οποία χρησιμοποιήθηκαν σε επείγουσες χειρουργικές επεμβάσεις των ασθενών,  Ι.Α.Χ. (1735306) και Μ.Γ. (449558)",18912.8,099858957,AGGIOMED SUPPLIES ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
