org,ada,issue_date,subject,award_amount,supplier_afm,supplier_name
99221985,Ρ34Σ4690Ω3-ΓΣΛ,2025-09-01,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1101/2025 Συμβατικής Αξίας : 10.763,20€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών <ΚΥΚΛΩΜΑ ΑΝΑΙΣΘΗΣΙΑΣ>, για την κάλυψη των λειτουργικών αναγκών του Π.Γ",10763.2,997672386,ΥΓΕΙΟΔΥΝΑΜΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ΕΦΟΔΙΩΝ
99221985,937Τ4690Ω3-ΡΦΔ,2025-08-29,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1122/2025  Συμβατικής Αξίας : 1.259,27€ συμπεριλαμβανομένου ΦΠΑ (1.114,40€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τους ασθενείς με αρχικά Χ.Ε. (1737653).",1259.27,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑ
99221985,9Μ3Π4690Ω3-ΕΨΣ,2025-08-29,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1121/2025  Συμβατικής Αξίας : 621,50€ συμπεριλαμβανομένου ΦΠΑ (550,00€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τους ασθενείς με αρχικά Σ.Ρ. (530068) και Κ.Γ.",621.5,082802380,MEDINOR ΕΕ
99221985,ΡΩΚ84690Ω3-60Α,2025-08-29,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1120/2025  Συμβατικής Αξίας : 3.620,43€ συμπεριλαμβανομένου ΦΠΑ (3.203,92€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τον ασθενή με αρχικά Φ.Π. (250826).",3620.43,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑ
99221985,9ΨΦ94690Ω3-ΡΡΥ,2025-08-29,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘΜ.   1119/2025  Συμβατικής Αξίας : 4.700,00€ πλέον ΦΠΑ (ήτοι 5.828,00€ συμπεριλαμβανομένου ΦΠΑ)",5828.0,044958989,"ΦΕΤΕΙΝΙΔΟΥ,,ΑΙΚΑΤΕΡΙΝΗ,ΑΒΡΑΑΜ"
99221985,Ψ9814690Ω3-ΤΚ3,2025-08-29,"ΣΥΜΒΑΣΗ ΥΠ. ΑΡΙΘΜ 1107/2025 Με αντικείμενο, την επισκευή με ανταλλακτικά, των χειρουργικών τραπεζών «Maquet», για τις ανάγκες των Γενικών Χειρουργείων του Π.Γ.Ν. Αλεξανδρούπολης (CPV 50422000 - 9) Συν",31746.73,094497279,SANTAIR ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΦΑΡΜΟΓΩΝ
99221985,6ΘΘΒ4690Ω3-Η04,2025-08-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1111/2025 Συμβατικής Αξίας : 576,60€ συμπεριλαμβανομένου ΦΠΑ 465,00€ άνευ ΦΠΑ Με αντικείμενο την προμήθεια: ΡΥΓΧΗ ΠΙΠΕΤΩΝ EPPENDORF ΜΕ ΦΙΛΤΡΟ 100- 1000 ML      Αριθμός Δέσμευσης Ποσού",576.6,999687125,ΔΕΡΚΑ ΙΑΤΡΙΚΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
99221985,9ΤΩΔ4690Ω3-57Ξ,2025-08-28,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1118/2025 Με αντικείμενο προμήθειας: «ΣΥΣΤΗΜΑ ΣΥΓΚΕΙΣΗΣ ΜΕΣΟΚΟΛΠΙΚΩΝ ΕΛΛΕΙΜΑΤΩΝ & ΣΥΣΤΗΜΑ ΕΙΣΑΓΩΓΗΣ ΚΑΙ ΦΟΡΤΩΣΗΣ για την τοποθέτησή τους στην ασθενή της Παν. Καρδιολογικής κλινικής το,9611.71,998477820,ZERONO ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΙΣΑΓΩΓΗΣ ΕΞΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΙΑΤΡ
99221985,68ΑΝ4690Ω3-ΞΡΣ,2025-08-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1117/2025 Με αντικείμενο προμήθειας: « Υγειονομικών Υλικών για την τοποθέτησή τους στην ασθενή της Παν. Καρδιολογικής κλινικής του Π.Γ.Ν.Α., κ. Θ.Κ. (427625)»",4431.1,094498111,MEDTRONIC HELLAS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟ
99221985,9ΛΟ94690Ω3-2ΒΘ,2025-08-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1112/2025 Συμβατικής Αξίας : 18.600,00€ συμπεριλαμβανομένου ΦΠΑ",18600.0,051089327,"ΜΠΑΡΩΝΟΣ,,ΑΘΑΝΑΣΙΟΣ,ΣΤΑΜΑΤΙΟΣ"
99221985,6ΙΗΝ4690Ω3-ΙΣΧ,2025-08-28,με αντικείμενο την συντήρηση 9 (εννέα) κλινών ανάγκες της Στεφανιαίας Μονάδας Εμφραγμάτων του Π.Γ.Ν.ν STIEGEL MEYER για τις Αλεξανδρούπολης για χρονικό διάστημα δύο (2) ετών.,26784.0,998825960,ENAMED ΙΑΤΡΙΚΑ ΕΙΔΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝ
99221985,ΨΚΞΓ4690Ω3-ΓΛΗ,2025-08-28,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1110/2025  Συμβατικής Αξίας :2.260,00€ συμπεριλαμβανομένου ΦΠΑ 2.000,00€ άνευ ΦΠΑ   Με αντικείμενο την προμήθεια: ΚΑΘΕΤΗΡΕΣ ΣΙΤΙΣΗΣ Νο:5 (5Fr) ΜΗΚΟΥΣ 60cm Αριθμός Δέσμευσης Ποσού: 0/1",2260.0,998283495,ARETEION MEDICALS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΕΙΣΑΓΩΓΕΣ 
99221985,94ΒΘ4690Ω3-9Δ9,2025-08-04,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1016/2025,9083.0,084175074,Δ.  ΤΣΙΜΠΙΔΑΡΟΣ ΚΑΙ ΣΙΑ ΕΕ
99221985,ΡΦ7Ν4690Ω3-8ΕΒ,2025-08-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1109/2025 Με αντικείμενο προμήθειας: «Εργαλείο Υπερήχων μιας χρήσης για αιμόσταση - διατομή αγγείων έως 7mm με ενεργοποίηση από το χέρι με τεχνολογία προσαρμοζόμενης ενέργειας στον ισ,36604.8,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩ
99221985,ΨΙΥ04690Ω3-ΖΚΒ,2025-08-27,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1108/2025 Με αντικείμενο προμήθειας: «Εργαλείο Υπερήχων μιας χρήσης για αιμόσταση - διατομή αγγείων έως 7mm με ενεργοποίηση από το χέρι με τεχνολογία προσαρμοζόμενης ενέργειας στον ισ,36604.8,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩ
99221985,6ΑΞΞ4690Ω3-Λ67,2025-08-27,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1100/2025 Συμβατικής Αξίας : 680,49€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών <ΚΑΘΕΤΗΡΕΣ FOLEY, ΝΥΣΤΕΡΙΑ & ΠΑΡΟΧΕΤΕΥΣΗ PENROSE>, για τις ανάγκες του Πα",680.49,099370337,VIOLAK INTERNATIONAL ΝΟΣΟΚΟΜΕΙΑΚΟΥ ΕΞΟΠΛΙΣΜΟΥ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙ
99221985,Ψ7Φ64690Ω3-Ν1Φ,2025-08-26,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1105/2025 Με αντικείμενο προμήθειας: «ΡΙΝΟΦΑΡΥΓΓΙΚΟΙ ΑΕΡΑΓΩΓΟΙ  Δ.Ν  & ΕΝΔΟΤΡΑΧΕΙΑΚΟΙ ΣΩΛΗΝΕΣ Δ.Ν.»,4579.33,094429990,TELEFLEX MEDICAL ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ
99221985,ΨΘΜΦ4690Ω3-3ΔΚ,2025-08-26,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1104/2025 Με αντικείμενο προμήθειας: «ΣΕΤ ΕΠΙΣΚΛΗΡΙΔΙΟΥ ΑΝΑΙΣΘΗΣΙΑΣ ΜΕ ΦΙΛΤΡΟ & ΒΕΛΟΝΑ 18G -  PERIFIX»,9040.0,094035927,ΒΙΟΣΕΡ ΑΕ ΒΙΟΜΗΧΑΝΙΑ ΠΑΡΕΝΤΕΡΙΚΩΝ ΔΙΑΛΥΜΑΤΩΝ
99221985,Ψ0Λ44690Ω3-43Υ,2025-08-26,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1103/2025 Με αντικείμενο προμήθειας: «MANIFOLDS - ΣΤΡΟΦΙΓΓΕΣ 5WAY ΜΕ ΠΕΝΤΕ ΟΔΟΥΣ  & Ενδοτραχειακοί σωλήνες με σπιράλ διάφορα νούμερα»,7662.3,094447320,ΜΕΝΤΙ ΣΑΠ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,Ψ4ΓΜ4690Ω3-ΛΛ7,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ.1102/2025 Συμβατικής Αξίας : 1.230,88€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών «ΛΕΠΙΔΕΣ & ΝΥΣΤΕΡΙΑ», για την κάλυψη των λειτουργικών αναγκών της Κεντρι",1230.88,093628458,BBD ΝΙΚΟΛΑΟΣ ΛΑΙΝΙΩΤΗΣ ΑΕΒΕ ΠΑΡΑΓΩΓΗ ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΥΓ
99221985,9ΑΒ04690Ω3-ΠΘ3,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1106/2025 Συμβατικής Αξίας : 3.928,32€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών <ΒΕΛΟΝΕΣ ΔΙΑΔΕΡΜΙΚΗΣ ΒΙΟΨΙΑΣ>, για τις ανάγκες του Πανεπιστημιακού Γενι",3928.32,800451612,ΑΝΑΔΡΑΣΙΣ MED ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
99221985,9Ξ4Ε4690Ω3-ΝΟΗ,2025-08-26,Σύμβαση Υπ΄αριθμ. 1093/2025,9883.34,094075360,ΚΩΣΤΑΣ Α ΠΑΠΑΕΛΛΗΝΑΣ ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡIΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑ
99221985,91Μ54690Ω3-75Ψ,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1099/2025  Συμβατικής Αξίας : 3.812,62€ συμπεριλαμβανομένου ΦΠΑ (3.374,00€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τον ασθενή με αρχικά Γ.Α. (1797786).",3812.62,997564511,ALLMED EE
99221985,Ψ4Π04690Ω3-Μ6Κ,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1098/2025  Συμβατικής Αξίας : 2.928,94€ συμπεριλαμβανομένου ΦΠΑ (2.592,00€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τον ασθενή με αρχικά Κ.Π. (1797766).",2928.94,999212027,ΙΑΜΕΞ ΙΑΤΡΙΚΑ ΕΙΔΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ
99221985,9ΕΝΚ4690Ω3-1Ω8,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1097/2025  Συμβατικής Αξίας : 2.983,74€ συμπεριλαμβανομένου ΦΠΑ (2.640,48€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τον ασθενή με αρχικά Σ.Π.Γ. (447603).",2983.74,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑ
99221985,ΨΠΕΝ4690Ω3-Τ0Ρ,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1096/2025  Συμβατικής Αξίας : 4.967,66€ συμπεριλαμβανομένου ΦΠΑ (4.396,16€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: Ορθοπαιδικών υλικών για τον ασθενή με αρχικά Φ.Π. (250826).",4967.66,094437885,ΖΙΜΜΕR ΒΙΟΜΕΤ ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑ
99221985,ΨΙΚΟ4690Ω3-3Φ8,2025-08-26,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1095/2025  Συμβατικής Αξίας : 6.693,25€ συμπεριλαμβανομένου ΦΠΑ (5.923,23€ πλέον ΦΠΑ)  Με αντικείμενο την προμήθεια: ΟΡΘΟΠΑΙΔΙΚΟΥ ΥΛΙΚΟΥ για τον ασθενή με αρχικά Φ.Π. (250826).",6693.25,082899566,ΑΡΘΡΩΣΙΣ ΙΑΤΡΙΚΑ ΕΙΔΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
99221985,60ΙΚ4690Ω3-04Ψ,2025-08-25,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1091/2025 Με αντικείμενο προμήθειας: «Ηλεκτροκίνητος κυκλικός αναστομωτήρας 25-29-31mm μη ανακλινόμενης κεφαλής, μιας χρήσης»",30739.6,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩ
99221985,9ΗΛΗ4690Ω3-0ΜΙ,2025-08-25,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1092/2025,12435.88,095367968,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΝΟΣΟΚΟΜΕΙΑΚΩΝ ΕΙΔΩ
99221985,ΨΞΩΣ4690Ω3-ΜΕΔ,2025-08-25,Σύμβαση Υπ΄αριθμ. 1094/2025,2359.44,998413964,ΑΤΛΑΣ ΜΕΝΤΙΚΑΛ ΕΜΠΟΡΙΑ ΙΑΤΡΟΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ ΙΑΤΡΟΤΕΧΝΟΛΟΓΙ
99221985,ΨΝ3Ι4690Ω3-ΕΟΨ,2025-07-18,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 957/2025 Με αντικείμενο προμήθειας: «ΣΩΛΗΝΕΣ ΓΙΑ ΠΛΥΣΗ, ΜΙΑΣ ΧΡΗΣΕΩΣ, ΑΠΟΣΤΕΙΡΩΜΕΝΗ, OLYMPUS»",6200.0,094442268,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΕΙΔΩΝ  ΜΗΧΑΝΗΜ ΚΑΙ 
99221985,ΕΟΔΖ4690Ω3-ΧΨΔ,2025-08-22,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1083/2025  Συμβατικής Αξίας : 1.271,25€ συμπεριλαμβανομένου ΦΠΑ 1.125,00€ άνευ ΦΠΑ  Με αντικείμενο την προμήθεια: ΣΑΚΟΙ ΕΙΛΕΟΣΤΟΜΙΑΣ ΕΩΣ 60ΜΜ ΜΕ VELCRO ΑΔΙΑΦΑΝΗΣ  Αριθμός Δέσμευσης Πο",1271.25,999711989,ΚΑΣ ΠΑΠΑΔΑΚΗ ΚΑΙ ΣΙΑ ΟΕ
99221985,ΡΑΙ24690Ω3-ΙΝΒ,2025-08-22,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1082/2025  Συμβατικής Αξίας : 1.760,80€ συμπεριλαμβανομένου ΦΠΑ 1.420,00€ άνευ ΦΠΑ  Με αντικείμενο την προμήθεια: ΡΙΝΙΚΑ (PRONGS) ΣΙΛΙΚΟΝΗΣ ΥΨΗΛΗΣ ΡΟΗΣ ΓΙΑ ΑΝΑΠΝΕΥΣΤΗΡΑ Μ.Χ. ΣΥΜΒΑΤΑ Μ",1760.8,094437130,ΔΕΛΤΑ ΙΑΤΡΙΚΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,Ψ7Η24690Ω3-7Φ0,2025-08-22,"ΣΥΜΒΑΣΗ 927/2025  (έναντι προϋπολογισθείσας δαπάνης 585.765,00€ πλέον ΦΠΑ (117.153,00€ πλέον ΦΠΑ/ανά έτος) Με αντικείμενο την παραχώρηση αναβάθμισης και αντικατάστασης Ιατρικού εξοπλισμού Draeger για ",585765.0,997799268,DRAEGER HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΡΕΙΑ ΙΑΤΡΟΤΕΧΝΙΚΩΝ ΠΡΟ
99221985,9ΖΜΛ4690Ω3-69Μ,2025-08-22,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1089/2025 Συμβατικής Αξίας : 34.345,70 € συμπεριλαμβανομένου ΦΠΑ (29.259,08€ πλέον ΦΠΑ) Με αντικείμενο την προμήθεια: «ΑΝΤΙΔΡΑΣΤΗΡΙΑ» με CPV 33696500-0 για τις ανάγκες του Κυτταρολογι",34345.7,094503580,ΕΝΟΡΑΣΙΣ ΑΝΩΝΥΜΗ ΕΜΠ  ΙΑΤΡΙΚΩΝ ΥΛΙΚΩΝ ΚΑΙ  ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ Ι
99221985,94Σ04690Ω3-ΛΚΞ,2025-08-22,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1090/2025 Συμβατικής Αξίας : 714,33 € συμπεριλαμβανομένου ΦΠΑ (576,07 € πλέον ΦΠΑ) Με αντικείμενο την προμήθεια: «ΑΝΤΙΔΡΑΣΤΗΡΙΑ» με CPV 33696500-0 για τις ανάγκες του Κυτταρολογικού Ε",714.33,094322455,MENARINI ΔΙΑΓΝΩΣΤΙΚΑ ΙΑΤΡΙΚΑ ΟΡΓΑΝΑ ΑΕΒΕ
99221985,ΨΨΔ84690Ω3-9Ρ1,2025-08-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1088/2025 Συμβατικής Αξίας : 9.579,68 € συμπεριλαμβανομένου ΦΠΑ (8.996,00 € πλέον ΦΠΑ) Με αντικείμενο την προμήθεια: «ΑΝΤΙΔΡΑΣΤΗΡΙΑ ΣΥΜΒΑΤΑ ΜΕ ΑΝΑΛΥΤΗ IMMAGE 800» με CPV 33696500-0 γι",9579.68,800356020,LERIVA ΔΙΑΓΝΩΣΤΙΚΑ ΥΓΕΙΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ
99221985,ΨΟΞ04690Ω3-Ν4Δ,2025-08-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1087/2025 Συμβατικής Αξίας : 14.489,44 € συμπεριλαμβανομένου ΦΠΑ 	(13.096,00 € πλέον ΦΠΑ)   Με αντικείμενο την προμήθεια:  «ΑΝΤΙΔΡΑΣΤΗΡΙΑ ΣΥΜΒΑΤΑ ΜΕ ΑΝΑΛΥΤΗ ELECSYS 601» με CPV  33696",14489.44,099876011,ROCHE DIAGNOSTICS HELLAS  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟ
99221985,ΨΔΟ34690Ω3-ΞΕΖ,2025-08-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1086/2025 Συμβατικής Αξίας : 23.679,76 € συμπεριλαμβανομένου ΦΠΑ (21.814,00 € πλέον ΦΠΑ) Με αντικείμενο την προμήθεια: «ΑΝΤΙΔΡΑΣΤΗΡΙΑ ΣΥΜΒΑΤΑ ΜΕ ΑΝΑΛΥΤΗ COBAS 601 » με CPV 33696500-0 ",23679.76,099876011,ROCHE DIAGNOSTICS HELLAS  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟ
99221985,915Χ4690Ω3-4Ι7,2025-08-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1085/2025 Συμβατικής Αξίας : 25.228,00€ συμπεριλαμβανομένου ΦΠΑ (23.800,00€ πλέον ΦΠΑ) Με αντικείμενο την προμήθεια του υλικού: «ΚΙΤ ΑΝΙΧΝΕΥΣΗΣ INFLUENZA A+B ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΗΣ ΑΝΟΣΧΡΩΜ",25228.0,094047060,ΒΑΡΕΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΧΗΜΙΚΑ ΚΑΙ ΔΙΑΓΝΩΣΤΙΚΑ
99221985,Ψ9Δ54690Ω3-ΟΣ9,2025-08-21,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1084/2025 Συμβατικής Αξίας : 26.712,00€ συμπεριλαμβανομένου ΦΠΑ 	(25.200,00€  πλέον ΦΠΑ)   Με αντικείμενο την προμήθεια του υλικού:  «BLOOD CULTURE IDENTIFICATION PANEL» με CPV  33696",26712.0,094499248,BIOMERIEUX ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΙΣΑΓΩΓΗΣ ΕΜΠΟΡΙΑΣ ΚΑΙ ΔΙΑΝ
99221985,ΡΗΦΕ4690Ω3-ΣΨΤ,2025-08-20,ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1074/2025 Με αντικείμενο προμήθειας: «Συνθετική χειρουργική κόλλα IFABOND για ανοιχτές & λαπαροσκοπικές επεμβάσεις σε υγρή μορφή»,12000.6,094447320,ΜΕΝΤΙ ΣΑΠ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ
99221985,9Τ9Φ4690Ω3-Θ0Ε,2025-08-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1081/2025  Συμβατικής Αξίας : 102,36€ συμπεριλαμβανομένου ΦΠΑ 82,55€ άνευ ΦΠΑ   Με αντικείμενο την προμήθεια: ΜΙΚΡΟΣΩΛΗΝΑΡΙΑ 0,5ML ΜΕ ΚΩΝΙΚΟ ΠΥΘΜΕΝΑ ΜΕ ΠΩΜΑ και ΣΩΛΗΝΑΡΙΑ 13Χ100mm ΑΡΑ",102.36,095591419,SARSTEDT ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
99221985,6Φ6Ι4690Ω3-ΦΞΕ,2025-08-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1071/2025   Συμβατικής Αξίας : 34.100,00€ συμπεριλαμβανομένου ΦΠΑ 27.500,00€  άνευ ΦΠΑ    Με αντικείμενο την προμήθεια: ΣΚΟΝΗ ΠΛΥΝΤΗΡΙΩΝ ΡΟΥΧΩΝ (ΚΙΛΑ)  Αριθμός Δέσμευσης Ποσού: 0/1294",34100.0,999685389,ΠΕΤΡΟΣ ΧΑΡ ΚΟΣΜΙΔΗΣ ΚΑΙ ΣΙΑ ΕΕ
99221985,ΨΓ424690Ω3-ΞΨΤ,2025-08-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1072/2025  Συμβατικής Αξίας : 3.486,82€ συμπεριλαμβανομένου ΦΠΑ 2.811,95 € άνευ ΦΠΑ   Με αντικείμενο την προμήθεια: ΤΡΥΒΛΙΑ ΔΙΠΛΑ PETRI ΜΕ ΕΙΔΙΚΟ ΠΩΜΑ ΔΙΑΜ.9cm ΠΛΑΣΤΙΚΑ ΑΠΟΣΤΕΙΡΩΜΕΝΑ ",3486.82,800451612,ΑΝΑΔΡΑΣΙΣ MED ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
99221985,9ΛΟΗ4690Ω3-ΜΧ7,2025-08-20,"ΣΥΜΒΑΣΗ ΥΠ΄ΑΡΙΘ. 1079/2025 Συμβατικής Αξίας : 5.021,20€ συμπεριλαμβανομένου ΦΠΑ Mε αντικείμενο την προμήθεια Υγειονομικών Υλικών <Καθετήρες απόφραξης, Μικροκαθετήρες εμβολισμού & Οδηγά σύρματα>, για τ",5021.2,801725809,MEDICAL DYNAMICS ΠΡΟΜΗΘΕΙΑ ΚΑΙ ΕΜΠΟΡΙΑ ΚΑΙΝΟΤΟΜΩΝ ΙΑΤΡΙΚΩΝ Π
