org,stratum,ada,api_amount,supplier,issue_date,doc_url
99221940,Ρόδος (known-bad),6ΖΖ646907Κ-Ε93,1950.0,Φ ΑΛΑΒΕΡΑΣ ΤΕΧΝΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΜΠΟΡΙ,2022-01-28,https://diavgeia.gov.gr/doc/6%CE%96%CE%96646907%CE%9A-%CE%9593
99221940,Ρόδος (known-bad),60ΠΠ46907Κ-ΨΧΒ,612.0,THE RIGHT CHOICE ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕ,2023-09-25,https://diavgeia.gov.gr/doc/60%CE%A0%CE%A046907%CE%9A-%CE%A8%CE%A7%CE%92
99221940,Ρόδος (known-bad),Ψ0ΜΣ46907Κ-Ε6Ι,15376.0,BAYER ΕΛΛΑΣ ΑΒΕΕ,2024-12-12,https://diavgeia.gov.gr/doc/%CE%A80%CE%9C%CE%A346907%CE%9A-%CE%956%CE%99
99221940,Ρόδος (known-bad),ΨΖΧΨ46907Κ-Α8Λ,126.23,ΕΝΟΡΑΣΙΣ ΑΝΩΝΥΜΗ ΕΜΠ  ΙΑΤΡΙΚΩΝ ΥΛΙΚΩΝ ΚΑ,2023-02-07,https://diavgeia.gov.gr/doc/%CE%A8%CE%96%CE%A7%CE%A846907%CE%9A-%CE%918%CE%9B
99221940,Ρόδος (known-bad),ΨΑΝ146907Κ-ΛΤΜ,1051.52,EUROSUP ΑΕ,2024-11-15,https://diavgeia.gov.gr/doc/%CE%A8%CE%91%CE%9D146907%CE%9A-%CE%9B%CE%A4%CE%9C
99221940,Ρόδος (known-bad),66Ω946907Κ-ΤΝΔ,40732.51,ECOPRIME SOLUTIONS ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗ,2021-12-22,https://diavgeia.gov.gr/doc/66%CE%A9946907%CE%9A-%CE%A4%CE%9D%CE%94
99221940,Ρόδος (known-bad),96ΛΖ46907Κ-8ΟΘ,1800.56,INNOVIS  PHARMA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟ,2023-09-25,https://diavgeia.gov.gr/doc/96%CE%9B%CE%9646907%CE%9A-8%CE%9F%CE%98
99221940,Ρόδος (known-bad),61Φ246907Κ-Μ3Ι,926.28,"ΚΑΜΠΟΥΡΟΠΟΥΛΟΥ,,ΑΝΑΣΤΑΣΙΑ,ΑΠΟΣΤΟΛΟΣ",2025-12-18,https://diavgeia.gov.gr/doc/61%CE%A6246907%CE%9A-%CE%9C3%CE%99
99221940,Ρόδος (known-bad),68ΗΓ46907Κ-Ν7Γ,14101.7,ASTRAZENECA ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΦΑΡΜΑΚΕΥ,2022-11-11,https://diavgeia.gov.gr/doc/68%CE%97%CE%9346907%CE%9A-%CE%9D7%CE%93
99221940,Ρόδος (known-bad),974546907Κ-ΘΝΘ,11451.4,ICON DYNAMICS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ ΙΔΙΩΤΙΚ,2025-12-05,https://diavgeia.gov.gr/doc/974546907%CE%9A-%CE%98%CE%9D%CE%98
99221940,Ρόδος (known-bad),ΩΣΘΤ46907Κ-Α5Λ,745.8,ΒΙΟΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΙΣΑΓΩΓΗ Ε,2022-02-25,https://diavgeia.gov.gr/doc/%CE%A9%CE%A3%CE%98%CE%A446907%CE%9A-%CE%915%CE%9B
99221940,Ρόδος (known-bad),9ΠΑΕ46907Κ-ΤΣ5,10329.2,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ  ΕΤΑΙΡΕΙ,2023-09-13,https://diavgeia.gov.gr/doc/9%CE%A0%CE%91%CE%9546907%CE%9A-%CE%A4%CE%A35
99221940,Ρόδος (known-bad),ΨΛΗΖ46907Κ-1ΓΗ,329.66,Π ΚΑΛΑΘΙΑΝΑΚΗΣ ΕΜΠΟΡΙΑ ΕΙΣΑΓΩΓΕΣ ΚΑΙ ΕΞΑ,2023-07-12,https://diavgeia.gov.gr/doc/%CE%A8%CE%9B%CE%97%CE%9646907%CE%9A-1%CE%93%CE%97
99221940,Ρόδος (known-bad),ΨΒΤΘ46907Κ-ΘΛΦ,5928.58,ΑΡΗΤΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ,2023-02-14,https://diavgeia.gov.gr/doc/%CE%A8%CE%92%CE%A4%CE%9846907%CE%9A-%CE%98%CE%9B%CE%A6
99221940,Ρόδος (known-bad),90ΞΔ46907Κ-4Ι1,44049.37,ΘΕΡΑΣΥΣ ΙΑΤΡΙΚΑ ΕΕ,2024-08-02,https://diavgeia.gov.gr/doc/90%CE%9E%CE%9446907%CE%9A-4%CE%991
99221940,Ρόδος (known-bad),Ψ6ΜΔ46907Κ-ΩΥΜ,475.5,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΘΗΝΩΝ Ο ΕΥΑΓΓΕΛΙΣΜΟΣ ,2023-02-02,https://diavgeia.gov.gr/doc/%CE%A86%CE%9C%CE%9446907%CE%9A-%CE%A9%CE%A5%CE%9C
99221940,Ρόδος (known-bad),6ΙΓΞ46907Κ-ΥΣΑ,1835.26,"ΣΗΜΑΝΤΗΡΑΚΗΣ,,ΓΕΩΡΓΙΟΣ,ΑΠΟΛΛΩΝ",2025-09-23,https://diavgeia.gov.gr/doc/6%CE%99%CE%93%CE%9E46907%CE%9A-%CE%A5%CE%A3%CE%91
99221940,Ρόδος (known-bad),97ΜΓ46907Κ-ΝΧΞ,2450.45,SIDAPHARM  I K E,2025-10-09,https://diavgeia.gov.gr/doc/97%CE%9C%CE%9346907%CE%9A-%CE%9D%CE%A7%CE%9E
99221940,Ρόδος (known-bad),ΩΦΤ546907Κ-ΦΕ9,1398.0,ΓΕΝΙΚΗ ΚΛΙΝΙΚΗ ΔΩΔΕΚΑΝΗΣΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡ,2021-09-09,https://diavgeia.gov.gr/doc/%CE%A9%CE%A6%CE%A4546907%CE%9A-%CE%A6%CE%959
99221940,Ρόδος (known-bad),9ΑΤΘ46907Κ-8Ν0,28257.12,MYSERVICES HUMAN RESOURCES AND SECURITY ,2024-04-25,https://diavgeia.gov.gr/doc/9%CE%91%CE%A4%CE%9846907%CE%9A-8%CE%9D0
99221940,Ρόδος (known-bad),6ΘΝ246907Κ-ΥΞ2,17129.68,ΔΙΑΓΝΩΣΤΙΚΑ ΧΗΜΙΚΗ ΟΡΓΑΝΟΛΟΓΙΑ ΑΝΩΝΥΜΗ Ε,2025-05-23,https://diavgeia.gov.gr/doc/6%CE%98%CE%9D246907%CE%9A-%CE%A5%CE%9E2
99221940,Ρόδος (known-bad),ΩΧΜ546907Κ-7ΒΡ,88865.1,AMGEN ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΑ ΕΠΕ,2021-12-06,https://diavgeia.gov.gr/doc/%CE%A9%CE%A7%CE%9C546907%CE%9A-7%CE%92%CE%A1
99221940,Ρόδος (known-bad),60ΟΟ46907Κ-Υ9Ι,210.8,Α ΚΑΙ Λ ΙΑΤΡΙΚΕΣ ΠΡΟΜΗΘΕΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙ,2022-01-28,https://diavgeia.gov.gr/doc/60%CE%9F%CE%9F46907%CE%9A-%CE%A59%CE%99
99221940,Ρόδος (known-bad),9ΥΑΞ46907Κ-ΗΤΑ,759.79,ΜΕΝΤΙΠΛΑΤ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ ΕΤΑΙΡΕΙ,2024-10-21,https://diavgeia.gov.gr/doc/9%CE%A5%CE%91%CE%9E46907%CE%9A-%CE%97%CE%A4%CE%91
99221940,Ρόδος (known-bad),ΨΔΙΨ46907Κ-Φ8Π,123806.74,TAKEDA ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕ,2023-09-07,https://diavgeia.gov.gr/doc/%CE%A8%CE%94%CE%99%CE%A846907%CE%9A-%CE%A68%CE%A0
99221940,Ρόδος (known-bad),9Κ6Υ46907Κ-467,434.0,"ΠΑΠΑΓΕΩΡΓΙΟΥ,,ΜΑΡΙΑ,ΑΠΟΣΤΟΛΟΣ",2023-05-08,https://diavgeia.gov.gr/doc/9%CE%9A6%CE%A546907%CE%9A-467
99221940,Ρόδος (known-bad),ΩΙ6Λ46907Κ-ΔΞ1,1087.98,"ΣΙΨΑΣ,,ΓΡΗΓΟΡΙΟΣ,ΘΕΟΦΑΝΗΣ",2021-09-23,https://diavgeia.gov.gr/doc/%CE%A9%CE%996%CE%9B46907%CE%9A-%CE%94%CE%9E1
99221940,Ρόδος (known-bad),9ΒΤΧ46907Κ-459,87048.21,HEALTH AND IASIS MEDICAL PRODUCTS  P C,2023-05-05,https://diavgeia.gov.gr/doc/9%CE%92%CE%A4%CE%A746907%CE%9A-459
99221940,Ρόδος (known-bad),Ψ9ΜΣ46907Κ-ΩΑΑ,473.28,ATLAS MEDICAL ΑΕ (998413964),2026-03-09,https://diavgeia.gov.gr/doc/%CE%A89%CE%9C%CE%A346907%CE%9A-%CE%A9%CE%91%CE%91
99221940,Ρόδος (known-bad),ΨΜΥΨ46907Κ-828,29708.92,ΠΦΑΙΖΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜ,2022-05-12,https://diavgeia.gov.gr/doc/%CE%A8%CE%9C%CE%A5%CE%A846907%CE%9A-828
99221940,Ρόδος (known-bad),6ΒΥΙ46907Κ-9ΡΣ,44869.8,ΑΡΗΤΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ,2022-05-05,https://diavgeia.gov.gr/doc/6%CE%92%CE%A5%CE%9946907%CE%9A-9%CE%A1%CE%A3
99221940,Ρόδος (known-bad),9ΓΦ346907Κ-ΧΗΟ,112.18,"ΘΑΝΟΠΟΥΛΟΥ,,ΑΝΑΣΤΑΣΙΑ,ΗΛΙΑΣ",2025-05-28,https://diavgeia.gov.gr/doc/9%CE%93%CE%A6346907%CE%9A-%CE%A7%CE%97%CE%9F
99221940,Ρόδος (known-bad),ΩΙΗΥ46907Κ-Κ63,2239.44,ΓΕΩΡΓΙΟΣ ΨΑΘΑΣ ΚΥΠΑΡΙΣΣΙΑ ΧΡΥΣΟΥ ΚΑΙ ΣΙΑ,2021-08-26,https://diavgeia.gov.gr/doc/%CE%A9%CE%99%CE%97%CE%A546907%CE%9A-%CE%9A63
99221940,Ρόδος (known-bad),ΨΜ5846907Κ-ΔΛΑ,3698.92,ΕΜΠΟΡΟΧΑΡΤΙΚΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΙΚ,2025-10-02,https://diavgeia.gov.gr/doc/%CE%A8%CE%9C5846907%CE%9A-%CE%94%CE%9B%CE%91
99221940,Ρόδος (known-bad),Ψ1ΚΟ46907Κ-ΝΝΨ,9826.01,Γ ΣΑΜΑΡΑΣ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ Ε,2022-08-23,https://diavgeia.gov.gr/doc/%CE%A81%CE%9A%CE%9F46907%CE%9A-%CE%9D%CE%9D%CE%A8
99221940,Ρόδος (known-bad),ΨΠΑΝ46907Κ-Μ01,167577.09,ΕΛΛΗΝΙΚΑ ΚΑΥΣΙΜΑ ΟΡΥΚΤΕΛΑΙΑ ΜΟΝΟΠΡΟΣΩΠΗ ,2022-08-03,https://diavgeia.gov.gr/doc/%CE%A8%CE%A0%CE%91%CE%9D46907%CE%9A-%CE%9C01
99221940,Ρόδος (known-bad),Ψ2ΥΞ46907Κ-ΣΗ3,927.77,GLAXOSMITHKLINE ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΜΠΟ,2025-07-04,https://diavgeia.gov.gr/doc/%CE%A82%CE%A5%CE%9E46907%CE%9A-%CE%A3%CE%973
99221940,Ρόδος (known-bad),931446907Κ-0ΣΒ,1734.69,ΔΙΑΓΝΩΣΤΙΚΗ ΑΝΑΛΥΤΙΚΗ AE (099109774),2026-07-01,https://diavgeia.gov.gr/doc/931446907%CE%9A-0%CE%A3%CE%92
99221940,Ρόδος (known-bad),ΡΟΨΙ46907Κ-ΗΞΔ,16.35,IASIS PHARMACEUTICALS HELLAS ΒΙΟΜΗΧΑΝΙΑ ,2023-01-27,https://diavgeia.gov.gr/doc/%CE%A1%CE%9F%CE%A8%CE%9946907%CE%9A-%CE%97%CE%9E%CE%94
99221940,Ρόδος (known-bad),ΨΘΓΡ46907Κ-ΡΘ2,3500.0,"ΤΣΟΛΕΡΙΔΗ,,ΠΟΛΥΞΕΝΗ,ΘΕΟΦΙΛΟΣ",2023-11-08,https://diavgeia.gov.gr/doc/%CE%A8%CE%98%CE%93%CE%A146907%CE%9A-%CE%A1%CE%982
99221940,Ρόδος (known-bad),6ΑΩΚ46907Κ-8ΘΔ,30068.4,MYSERVICES HUMAN RESOURCES AND SECURITY ,2025-10-16,https://diavgeia.gov.gr/doc/6%CE%91%CE%A9%CE%9A46907%CE%9A-8%CE%98%CE%94
99221940,Ρόδος (known-bad),Ψ8ΨΣ46907Κ-ΣΜΠ,2442.8,DEPLOYMED ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ  ΑΝΩΝΥΜ,2025-02-10,https://diavgeia.gov.gr/doc/%CE%A88%CE%A8%CE%A346907%CE%9A-%CE%A3%CE%9C%CE%A0
99221940,Ρόδος (known-bad),9ΛΖ346907Κ-ΞΛ0,192.1,Y LOGIMED ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Ε,2023-06-28,https://diavgeia.gov.gr/doc/9%CE%9B%CE%96346907%CE%9A-%CE%9E%CE%9B0
99221940,Ρόδος (known-bad),6ΔΤΜ46907Κ-1ΛΓ,2881.5,SIDAPHARM  I K E,2025-09-23,https://diavgeia.gov.gr/doc/6%CE%94%CE%A4%CE%9C46907%CE%9A-1%CE%9B%CE%93
99221940,Ρόδος (known-bad),9ΦΦ046907Κ-ΞΡΖ,852.53,ΙΝΕΞ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡ ΙΑΤΡΙΚΩΝ ΝΟΣ,2023-07-11,https://diavgeia.gov.gr/doc/9%CE%A6%CE%A6046907%CE%9A-%CE%9E%CE%A1%CE%96
99221940,Ρόδος (known-bad),9ΩΗΗ46907Κ-ΝΡΤ,1102.8,ROCHE DIAGNOSTICS HELLAS  ΜΟΝΟΠΡΟΣΩΠΗ  Α,2023-08-28,https://diavgeia.gov.gr/doc/9%CE%A9%CE%97%CE%9746907%CE%9A-%CE%9D%CE%A1%CE%A4
99221940,Ρόδος (known-bad),9ΕΣΟ46907Κ-ΔΘ4,570.4,ΜΑΜΑΛΙΓΚΑΣ Γ    ΣΙΑ Ε Ε,2025-04-08,https://diavgeia.gov.gr/doc/9%CE%95%CE%A3%CE%9F46907%CE%9A-%CE%94%CE%984
99221940,Ρόδος (known-bad),6Ω2546907Κ-ΣΛ2,744.0,ΝΟΜΙΚΗ ΒΑΣΗ ΠΛΗΡΟΦΟΡΙΩΝ ΕΠΕ,2024-09-16,https://diavgeia.gov.gr/doc/6%CE%A92546907%CE%9A-%CE%A3%CE%9B2
99221940,Ρόδος (known-bad),630646907Κ-ΔΧ2,544.15,"ΠΛΑΤΩΝΗ,,ΚΑΛΛΙΟΠΗ,ΣΩΚΡΑΤΗΣ",2024-12-11,https://diavgeia.gov.gr/doc/630646907%CE%9A-%CE%94%CE%A72
99221940,Ρόδος (known-bad),ΨΚΤ446907Κ-5ΧΘ,1442.54,ΒΙΟΠΡΟΜΗΘΕΥΤΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΙΣΑΓΩΓΗ Ε,2025-11-10,https://diavgeia.gov.gr/doc/%CE%A8%CE%9A%CE%A4446907%CE%9A-5%CE%A7%CE%98
99221940,Ρόδος (known-bad),ΨΘΟΗ46907Κ-ΟΩΜ,1001.7,ΑΝΩΝΥΜΗ ΕΙΣΑΓΩΓΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΙΑΤ,2024-11-18,https://diavgeia.gov.gr/doc/%CE%A8%CE%98%CE%9F%CE%9746907%CE%9A-%CE%9F%CE%A9%CE%9C
99221940,Ρόδος (known-bad),63ΧΧ46907Κ-ΓΓΕ,6169.0,ΚΟΜΠΙΟΥΤΕΡ ΚΟΝΤΡΟΛ ΣΥΣΤΕΜΣ ΕΝΤΖΙΝΙΕΡΙΝΓΚ,2022-09-21,https://diavgeia.gov.gr/doc/63%CE%A7%CE%A746907%CE%9A-%CE%93%CE%93%CE%95
99221940,Ρόδος (known-bad),ΩΧΨΩ46907Κ-ΨΨΞ,186.0,"ΤΕΧΝΙΤΗΣ,,ΜΙΧΑΗΛ,ΕΜΜΑΝΟΥΗΛ",2023-05-02,https://diavgeia.gov.gr/doc/%CE%A9%CE%A7%CE%A8%CE%A946907%CE%9A-%CE%A8%CE%A8%CE%9E
99221940,Ρόδος (known-bad),ΨΤ0Ε46907Κ-ΧΦΑ,723.2,Κ ΒΕΛΙΣΣΑΡΙΟΣ ΚΑΙ ΣΙΑ ΕΕ,2023-05-29,https://diavgeia.gov.gr/doc/%CE%A8%CE%A40%CE%9546907%CE%9A-%CE%A7%CE%A6%CE%91
99221940,Ρόδος (known-bad),94Λ246907Κ-7ΙΨ,657.2,"ΔΗΜΗΤΡΑΣ,,ΧΡΗΣΤΟΣ,ΣΤΕΦΑΝΟΣ",2021-09-03,https://diavgeia.gov.gr/doc/94%CE%9B246907%CE%9A-7%CE%99%CE%A8
99221940,Ρόδος (known-bad),9ΦΩΔ46907Κ-ΥΕ7,972.16,ΥΓΕΙΟΔΥΝΑΜΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΙΑΤΡΙΚΩΝ ,2024-03-21,https://diavgeia.gov.gr/doc/9%CE%A6%CE%A9%CE%9446907%CE%9A-%CE%A5%CE%957
99221940,Ρόδος (known-bad),ΨΞΚΒ46907Κ-ΨΘΑ,76737.36,SPECIFAR ΑΒΕΕ ΒΙΟΜΗΧΑΝΙΑ ΧΗΜΙΚΩΝ ΚΑΙ ΦΑΡ,2021-12-03,https://diavgeia.gov.gr/doc/%CE%A8%CE%9E%CE%9A%CE%9246907%CE%9A-%CE%A8%CE%98%CE%91
99221940,Ρόδος (known-bad),9Ξ5Λ46907Κ-ΥΩ1,1532.64,Ν. ΚΟΛΥΤΟΣ   ΣΙΑ Ε.Ε. (082325792),2026-04-20,https://diavgeia.gov.gr/doc/9%CE%9E5%CE%9B46907%CE%9A-%CE%A5%CE%A91
99221940,Ρόδος (known-bad),633Κ46907Κ-20Ω,876.25,NUMIL HELLAS EΜΠΟΡΙΚΗ ΚΑΙ BΙΟΜΗΧΑΝΙΚΗ AE,2023-05-17,https://diavgeia.gov.gr/doc/633%CE%9A46907%CE%9A-20%CE%A9
99221940,Ρόδος (known-bad),93ΞΟ46907Κ-Β2Ψ,600.0,"ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ,,ΕΙΡΗΝΗ,ΠΑΥΛΟΣ",2023-06-02,https://diavgeia.gov.gr/doc/93%CE%9E%CE%9F46907%CE%9A-%CE%922%CE%A8
99221923,Λαμία (known-clean),6ΕΗΝ4690ΒΜ-ΜΑ1,490.68,ΑΝΤΩΝΙΟΥ ΚΟΛΙΟΝΙΚΑ Ο.Ε,2021-12-15,https://diavgeia.gov.gr/doc/6%CE%95%CE%97%CE%9D4690%CE%92%CE%9C-%CE%9C%CE%911
99221923,Λαμία (known-clean),6ΞΙΦ4690ΒΜ-ΖΦΨ,17360.0,ΤΖΑΝΙΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ - INTER MEDICA -,2021-08-05,https://diavgeia.gov.gr/doc/6%CE%9E%CE%99%CE%A64690%CE%92%CE%9C-%CE%96%CE%A6%CE%A8
99221923,Λαμία (known-clean),ΨΨΚ74690ΒΜ-ΞΜΚ,1945.79,SIDAPHARM Ι.Κ.Ε.,2025-11-28,https://diavgeia.gov.gr/doc/%CE%A8%CE%A8%CE%9A74690%CE%92%CE%9C-%CE%9E%CE%9C%CE%9A
99221923,Λαμία (known-clean),ΡΟ2Φ4690ΒΜ-ΧΛΘ,167.0,ΕΛΛΗΝΙΚΟ ΙΝΣΤΙΤΟΥΤΟ ΠΑΣΤΕΡ,2025-12-23,https://diavgeia.gov.gr/doc/%CE%A1%CE%9F2%CE%A64690%CE%92%CE%9C-%CE%A7%CE%9B%CE%98
99221923,Λαμία (known-clean),6ΕΙΖ4690ΒΜ-ΞΚ7,290.16,MEDTRONIC HELLAS Α.Ε.Ε.,2021-08-31,https://diavgeia.gov.gr/doc/6%CE%95%CE%99%CE%964690%CE%92%CE%9C-%CE%9E%CE%9A7
99221923,Λαμία (known-clean),Ψ3Β04690ΒΜ-ΞΝ2,71.0,ΟΡΓΑΝΙΣΜΟΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΤΗΣ ΕΛΛΑΔΟΣ Α,2022-12-19,https://diavgeia.gov.gr/doc/%CE%A83%CE%9204690%CE%92%CE%9C-%CE%9E%CE%9D2
99221923,Λαμία (known-clean),Ω1ΗΧ4690ΒΜ-ΛΛΝ,76.54,Ε.Ι. ΖΑΡΜΠΗ & ΣΙΑ Ε.Ε.,2021-08-06,https://diavgeia.gov.gr/doc/%CE%A91%CE%97%CE%A74690%CE%92%CE%9C-%CE%9B%CE%9B%CE%9D
99221923,Λαμία (known-clean),6ΤΨΩ4690ΒΜ-5ΥΚ,30.0,ΛΥΚΟΣ ΣΤΑΥΡΟΣ,2021-10-14,https://diavgeia.gov.gr/doc/6%CE%A4%CE%A8%CE%A94690%CE%92%CE%9C-5%CE%A5%CE%9A
99221923,Λαμία (known-clean),9ΒΝΜ4690ΒΜ-ΟΦΙ,8863.1,ECOSTER Α.Ε.,2023-04-25,https://diavgeia.gov.gr/doc/9%CE%92%CE%9D%CE%9C4690%CE%92%CE%9C-%CE%9F%CE%A6%CE%99
99221923,Λαμία (known-clean),ΩΙΑΟ4690ΒΜ-85Π,2728.0,MEDIPRIME Α.Ε.Ε.,2021-08-05,https://diavgeia.gov.gr/doc/%CE%A9%CE%99%CE%91%CE%9F4690%CE%92%CE%9C-85%CE%A0
99221923,Λαμία (known-clean),ΨΨΝΘ4690ΒΜ-ΚΦΔ,37.2,ΛΙΝΤΕ ΕΛΛΑΣ ΜΟΝ. Ε.Π.Ε.,2024-06-19,https://diavgeia.gov.gr/doc/%CE%A8%CE%A8%CE%9D%CE%984690%CE%92%CE%9C-%CE%9A%CE%A6%CE%94
99221923,Λαμία (known-clean),Ψ0Δ84690ΒΜ-ΥΦ5,285.2,BTs Medical ΜΠΑΤΣΙΑΜΗΣ ΕΩΡΓΙΟΣ & ΣΙΑ Ο.Ε,2022-12-06,https://diavgeia.gov.gr/doc/%CE%A80%CE%9484690%CE%92%CE%9C-%CE%A5%CE%A65
99221923,Λαμία (known-clean),ΨΟΗΥ4690ΒΜ-ΩΛΧ,111.6,ΜΑΓΕΙΡΑΣ ΔΙΑΓΝΩΣΤΙΚΑ ΜΗΧΑΝΗΜΑΤΑ Α.Ε.,2023-07-25,https://diavgeia.gov.gr/doc/%CE%A8%CE%9F%CE%97%CE%A54690%CE%92%CE%9C-%CE%A9%CE%9B%CE%A7
99221923,Λαμία (known-clean),6ΘΙΒ4690ΒΜ-1ΛΚ,4687.2,L&B ΝΤΑΓΙΑΝΤΑΣ - ΜΑΝΩΛΙΟΣ ΙΑΤΡΙΚΑ ΕΙΔΗ Ι,2025-12-12,https://diavgeia.gov.gr/doc/6%CE%98%CE%99%CE%924690%CE%92%CE%9C-1%CE%9B%CE%9A
99221923,Λαμία (known-clean),9ΗΟΞ4690ΒΜ-ΡΟΞ,1467.55,RONTIS HELLAS Α.Ε.Β.Ε.,2024-10-08,https://diavgeia.gov.gr/doc/9%CE%97%CE%9F%CE%9E4690%CE%92%CE%9C-%CE%A1%CE%9F%CE%9E
99221923,Λαμία (known-clean),9Α7Θ4690ΒΜ-ΔΡΞ,328.6,ΜΗΧΑΝΟΛΟΓΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΕΠΕ,2023-03-01,https://diavgeia.gov.gr/doc/9%CE%917%CE%984690%CE%92%CE%9C-%CE%94%CE%A1%CE%9E
99221923,Λαμία (known-clean),ΨΡ3Π4690ΒΜ-Ζ36,34250.61,UNISON FACILITY SERVICES AE,2024-12-17,https://diavgeia.gov.gr/doc/%CE%A8%CE%A13%CE%A04690%CE%92%CE%9C-%CE%9636
99221923,Λαμία (known-clean),6ΜΜΑ4690ΒΜ-ΜΑ1,2705.78,BIOMERIEUX ΕΛΛΑΣ Α.Ε.,2022-10-11,https://diavgeia.gov.gr/doc/6%CE%9C%CE%9C%CE%914690%CE%92%CE%9C-%CE%9C%CE%911
99221923,Λαμία (known-clean),9ΝΙΑ4690ΒΜ-ΞΓΙ,775.0,ΕΛΕΝΗ ΦΙΛΟΥ-ΣΤΡΙΦΤΑΡΑ,2026-07-03,https://diavgeia.gov.gr/doc/9%CE%9D%CE%99%CE%914690%CE%92%CE%9C-%CE%9E%CE%93%CE%99
99221923,Λαμία (known-clean),ΡΛΦΕ4690ΒΜ-ΞΔ5,25982.96,SPINE ACTION Ε.Π.Ε.,2025-07-23,https://diavgeia.gov.gr/doc/%CE%A1%CE%9B%CE%A6%CE%954690%CE%92%CE%9C-%CE%9E%CE%945
99221923,Λαμία (known-clean),6ΞΗ94690ΒΜ-ΛΔΑ,84120.35,ΜΑΥΡΟΓΕΝΗΣ ΑΝΑΣΤΑΣΙΟΣ- ΙΑΤΡΟΤΕΧΝΟΛΟΓΙΚΑ ,2025-07-21,https://diavgeia.gov.gr/doc/6%CE%9E%CE%9794690%CE%92%CE%9C-%CE%9B%CE%94%CE%91
99221923,Λαμία (known-clean),ΡΡ774690ΒΜ-ΘΓΡ,148.78,MILONAS HEALTH Α.Ε.,2024-10-24,https://diavgeia.gov.gr/doc/%CE%A1%CE%A1774690%CE%92%CE%9C-%CE%98%CE%93%CE%A1
99221923,Λαμία (known-clean),ΩΥΘ84690ΒΜ-ΖΟΡ,1388.8,Χ.ΖΩΓΡΑΦΟΣ & ΣΥΝΕΡΓΑΤΕΣ Ο.Ε. - ZeN clima,2022-12-02,https://diavgeia.gov.gr/doc/%CE%A9%CE%A5%CE%9884690%CE%92%CE%9C-%CE%96%CE%9F%CE%A1
99221923,Λαμία (known-clean),Ρ6ΖΕ4690ΒΜ-ΙΑΔ,5948.52,V & L VIOLAK Α.Ε.,2026-03-20,https://diavgeia.gov.gr/doc/%CE%A16%CE%96%CE%954690%CE%92%CE%9C-%CE%99%CE%91%CE%94
99221923,Λαμία (known-clean),60Υ64690ΒΜ-5ΣΜ,2850.35,ΑΦΟΙ ΖΥΡΙΧΙΔΗ Ο.Ε.,2024-10-24,https://diavgeia.gov.gr/doc/60%CE%A564690%CE%92%CE%9C-5%CE%A3%CE%9C
