org,stratum,ada,api_amount,supplier,issue_date,doc_url
99221917,Κέρκυρα (DDQI last),9Ψ4Μ4690Β3-7Κ8,4713.43,CLOUD-U ΤΗΛΕΠΙΚΟΙΝΩΝΙΕΣ Ο.Ε. (800563609),2022-07-25,https://diavgeia.gov.gr/doc/9%CE%A84%CE%9C4690%CE%923-7%CE%9A8
99221917,Κέρκυρα (DDQI last),Ψ0ΜΟ4690Β3-ΗΩ1,124.0,ΜΟΣΚΑΤ ΣΠΥΡΙΔΩΝ ΣΑΝΤΟΣ (036228538),2024-08-06,https://diavgeia.gov.gr/doc/%CE%A80%CE%9C%CE%9F4690%CE%923-%CE%97%CE%A91
99221917,Κέρκυρα (DDQI last),ΨΝΣ64690Β3-ΟΛΕ,2000.0,ΝΑΟΣ ΓΕΩΡΓΙΟΣ (074970511),2024-04-17,https://diavgeia.gov.gr/doc/%CE%A8%CE%9D%CE%A364690%CE%923-%CE%9F%CE%9B%CE%95
99221917,Κέρκυρα (DDQI last),Ψ1754690Β3-9ΧΨ,295.25,VIATRIS HELLAS Ε.Π.Ε. (ΠΡΩΗΝ UPJOHN ΕΛΛΑ,2023-05-16,https://diavgeia.gov.gr/doc/%CE%A81754690%CE%923-9%CE%A7%CE%A8
99221917,Κέρκυρα (DDQI last),ΡΧ9Β4690Β3-ΜΩΥ,1006.28,ΓΟΓΓΑΚΗΣ Α.Ε.Β.Ε. (094294581),2026-06-09,https://diavgeia.gov.gr/doc/%CE%A1%CE%A79%CE%924690%CE%923-%CE%9C%CE%A9%CE%A5
99221917,Κέρκυρα (DDQI last),Ψ05Β4690Β3-ΟΥΝ,4825.1,BIOGENESYS Ι.Κ.Ε. (099805952),2026-07-31,https://diavgeia.gov.gr/doc/%CE%A805%CE%924690%CE%923-%CE%9F%CE%A5%CE%9D
99221917,Κέρκυρα (DDQI last),9Ξ0Ψ4690Β3-ΜΗ4,1697.0,ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ Α.Ε.Γ.Α. (094029251),2025-08-11,https://diavgeia.gov.gr/doc/9%CE%9E0%CE%A84690%CE%923-%CE%9C%CE%974
99221917,Κέρκυρα (DDQI last),ΩΜ5Υ4690Β3-ΨΒΠ,178.56,KARL STORZ ΕΝΔΟΣΚΟΠΙΑ ΕΛΛΑΔΟΣ Ε.Π.Ε. (99,2022-11-30,https://diavgeia.gov.gr/doc/%CE%A9%CE%9C5%CE%A54690%CE%923-%CE%A8%CE%92%CE%A0
99221917,Κέρκυρα (DDQI last),9ΡΗΧ4690Β3-6ΥΝ,4000.0,ΞΕΝΟΔ. ΤΟΥΡΙΣΤΙΚΑΙ Α.Ε. CAPITAL (0941685,2026-08-06,https://diavgeia.gov.gr/doc/9%CE%A1%CE%97%CE%A74690%CE%923-6%CE%A5%CE%9D
99221917,Κέρκυρα (DDQI last),9ΡΠΝ4690Β3-5Γ3,5828.0,ΩΜΕΓΑΤΕΧΝΙΚΗ Ε.Π.Ε. (095496256),2023-10-27,https://diavgeia.gov.gr/doc/9%CE%A1%CE%A0%CE%9D4690%CE%923-5%CE%933
99221917,Κέρκυρα (DDQI last),Ω5ΓΔ4690Β3-4ΕΙ,936.61,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΝΩΝΥΜΗ Ε,2021-08-10,https://diavgeia.gov.gr/doc/%CE%A95%CE%93%CE%944690%CE%923-4%CE%95%CE%99
99221917,Κέρκυρα (DDQI last),988Α4690Β3-Σ44,3640.3,AMVIS ΕΛΛΑΣ A.E (094317562),2022-11-02,https://diavgeia.gov.gr/doc/988%CE%914690%CE%923-%CE%A344
99221917,Κέρκυρα (DDQI last),Ψ8ΝΧ4690Β3-Γ5Ψ,11250.0,MEDIC PLAN HEALTH PROJECT IKE,2021-10-20,https://diavgeia.gov.gr/doc/%CE%A88%CE%9D%CE%A74690%CE%923-%CE%935%CE%A8
99221917,Κέρκυρα (DDQI last),6ΩΚΧ4690Β3-ΡΓΓ,1692.74,BOEHRINGER INGELHEIM ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Α,2023-11-21,https://diavgeia.gov.gr/doc/6%CE%A9%CE%9A%CE%A74690%CE%923-%CE%A1%CE%93%CE%93
99221917,Κέρκυρα (DDQI last),ΨΡΔΝ4690Β3-ΨΦΨ,35655.07,ΑΦΟΙ ΜΠΟΥΜΠΟΥΝΑ Ο.Ε. (091351642),2024-03-15,https://diavgeia.gov.gr/doc/%CE%A8%CE%A1%CE%94%CE%9D4690%CE%923-%CE%A8%CE%A6%CE%A8
99221917,Κέρκυρα (DDQI last),ΨΓΖ04690Β3-ΕΓΥ,3500.52,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν. Α.Ε. (095029193),2023-05-24,https://diavgeia.gov.gr/doc/%CE%A8%CE%93%CE%9604690%CE%923-%CE%95%CE%93%CE%A5
99221917,Κέρκυρα (DDQI last),ΨΟ914690Β3-5ΧΧ,21869.73,SANOFI-AVENTIS AEBE (094076485),2022-05-20,https://diavgeia.gov.gr/doc/%CE%A8%CE%9F914690%CE%923-5%CE%A7%CE%A7
99221917,Κέρκυρα (DDQI last),Ω8ΠΖ4690Β3-091,1996.4,ΑΡΗΤΗ ΑΕ (094251753),2022-12-08,https://diavgeia.gov.gr/doc/%CE%A98%CE%A0%CE%964690%CE%923-091
99221917,Κέρκυρα (DDQI last),Ρ4ΝΗ4690Β3-ΛΣ8,684.77,V L VIOLAK INTERNATIONAL AE (099370337),2025-07-07,https://diavgeia.gov.gr/doc/%CE%A14%CE%9D%CE%974690%CE%923-%CE%9B%CE%A38
99221917,Κέρκυρα (DDQI last),ΨΛΡΞ4690Β3-0Η4,601.67,MERCK Α.Ε.(095052971) (095052971),2023-11-21,https://diavgeia.gov.gr/doc/%CE%A8%CE%9B%CE%A1%CE%9E4690%CE%923-0%CE%974
99221917,Κέρκυρα (DDQI last),96ΟΖ4690Β3-Κ30,995.21,LAVIPHARM HELLAS A.E. (094355289),2022-12-07,https://diavgeia.gov.gr/doc/96%CE%9F%CE%964690%CE%923-%CE%9A30
99221993,Ευαγγελισμός (largest),9ΑΧ24690ΩΧ-ΤΩΖ,24384.62,ΒΙΟΚΟΝ ΙΑΤΡΙΚΑ ΚΑΙ ΒΙΟΤΕΧΝΟΛΟΓΙΚΑ ΠΡΟΙΟΝ,2025-03-13,https://diavgeia.gov.gr/doc/9%CE%91%CE%A724690%CE%A9%CE%A7-%CE%A4%CE%A9%CE%96
99221993,Ευαγγελισμός (largest),Ψ1464690ΩΧ-ΓΥΩ,127635.5,EDWARDS LIFESCIENCES HELLAS  ΕΝΤΟΥΑΡΝΤΣ ,2023-10-05,https://diavgeia.gov.gr/doc/%CE%A81464690%CE%A9%CE%A7-%CE%93%CE%A5%CE%A9
99221993,Ευαγγελισμός (largest),9ΦΝΑ4690ΩΧ-ΧΘΖ,7840.66,SARSTEDT ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕ,2023-04-28,https://diavgeia.gov.gr/doc/9%CE%A6%CE%9D%CE%914690%CE%A9%CE%A7-%CE%A7%CE%98%CE%96
99221993,Ευαγγελισμός (largest),ΨΚΩΖ4690ΩΧ-ΝΤΜ,262270.6,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑ,2026-06-04,https://diavgeia.gov.gr/doc/%CE%A8%CE%9A%CE%A9%CE%964690%CE%A9%CE%A7-%CE%9D%CE%A4%CE%9C
99221993,Ευαγγελισμός (largest),9Ψ8Θ4690ΩΧ-3Χ6,36.6,ΟΡΓΑΝΙΣΜΟΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΤΗΣ ΕΛΛΑΔΟΣ Α,2026-04-08,https://diavgeia.gov.gr/doc/9%CE%A88%CE%984690%CE%A9%CE%A7-3%CE%A76
99221993,Ευαγγελισμός (largest),6ΣΜΦ4690ΩΧ-Ψ9Ρ,210286.47,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ ΠΡΟΝΟΙΑΣ,2025-04-11,https://diavgeia.gov.gr/doc/6%CE%A3%CE%9C%CE%A64690%CE%A9%CE%A7-%CE%A89%CE%A1
99221993,Ευαγγελισμός (largest),Ψ0ΗΝ4690ΩΧ-Α3Ρ,7539.6,ΚΟΠΕΡ ΦΑΡΜΑΚΟΒΙΟΜΗΧΑΝΙΑΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,2023-10-30,https://diavgeia.gov.gr/doc/%CE%A80%CE%97%CE%9D4690%CE%A9%CE%A7-%CE%913%CE%A1
99221993,Ευαγγελισμός (largest),65ΥΜ4690ΩΧ-ΠΩΘ,76353.22,MEDICARE HELLAS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑ,2022-04-04,https://diavgeia.gov.gr/doc/65%CE%A5%CE%9C4690%CE%A9%CE%A7-%CE%A0%CE%A9%CE%98
99221993,Ευαγγελισμός (largest),Ω3Τ34690ΩΧ-927,4262.04,FF MEAT ΕΜΠΟΡΙΑ ΚΡΕΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙ,2022-07-22,https://diavgeia.gov.gr/doc/%CE%A93%CE%A434690%CE%A9%CE%A7-927
99221993,Ευαγγελισμός (largest),6Υ9Δ4690ΩΧ-ΩΛΤ,46996.0,ΑΝΑΛΥΤΙΚΕΣ ΣΥΣΚΕΥΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,2022-04-07,https://diavgeia.gov.gr/doc/6%CE%A59%CE%944690%CE%A9%CE%A7-%CE%A9%CE%9B%CE%A4
99221993,Ευαγγελισμός (largest),ΨΘΠΘ4690ΩΧ-Ε0Κ,1911.53,ΡΕΚΛΕΙΤΗΣ ΠΟΛΥΔΙΑΝΟΜΕΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ,2022-08-05,https://diavgeia.gov.gr/doc/%CE%A8%CE%98%CE%A0%CE%984690%CE%A9%CE%A7-%CE%950%CE%9A
99221993,Ευαγγελισμός (largest),61164690ΩΧ-ΨΛΔ,7043.2,EUROFINS ΕΡΓΑΣΤΗΡΙΑ ΒΙΟΛΟΓΙΚΩΝ - ΧΗΜΙΚΩΝ,2025-07-30,https://diavgeia.gov.gr/doc/61164690%CE%A9%CE%A7-%CE%A8%CE%9B%CE%94
99221993,Ευαγγελισμός (largest),631Μ4690ΩΧ-Γ39,170815.5,ΜΕΝΤΙΓΟΥΕΙ ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ,2024-04-15,https://diavgeia.gov.gr/doc/631%CE%9C4690%CE%A9%CE%A7-%CE%9339
99221993,Ευαγγελισμός (largest),6ΔΜΨ4690ΩΧ-ΨΔΟ,80322.24,"ΣΠΑΝΟΣ,,ΑΝΔΡΕΑΣ ΛΕΩΝΙΔΑΣ,ΣΤΑΜΑΤΙΟΣ",2024-05-08,https://diavgeia.gov.gr/doc/6%CE%94%CE%9C%CE%A84690%CE%A9%CE%A7-%CE%A8%CE%94%CE%9F
99221993,Ευαγγελισμός (largest),6Ω844690ΩΧ-ΛΚΚ,8615.79,DALCOCHEM ΑΕ ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜ,2022-07-25,https://diavgeia.gov.gr/doc/6%CE%A9844690%CE%A9%CE%A7-%CE%9B%CE%9A%CE%9A
99221993,Ευαγγελισμός (largest),9ΣΣΞ4690ΩΧ-ΛΛ4,362.16,ΕΝΙΑΙΑ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΣΥΜΒΑΣΕΩΝ,2025-07-28,https://diavgeia.gov.gr/doc/9%CE%A3%CE%A3%CE%9E4690%CE%A9%CE%A7-%CE%9B%CE%9B4
99221993,Ευαγγελισμός (largest),Ψ9ΖΨ4690ΩΧ-4ΞΙ,29628.11,ΠΡΩΤΟΝ Α Ε ΑΝΤΙΠΡ ΙΑΤΡΙΚΩΝ ΕΠΙΣΤΗΜΟΝΙΚΩΝ,2024-03-01,https://diavgeia.gov.gr/doc/%CE%A89%CE%96%CE%A84690%CE%A9%CE%A7-4%CE%9E%CE%99
99221993,Ευαγγελισμός (largest),96Ρ34690ΩΧ-ΝΟΨ,2498.2,MEDIPRIME ΙΑΤΡΟΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ ΑΝΩΝΥ,2023-03-30,https://diavgeia.gov.gr/doc/96%CE%A134690%CE%A9%CE%A7-%CE%9D%CE%9F%CE%A8
99221993,Ευαγγελισμός (largest),ΨΙΣΛ4690ΩΧ-ΠΜΦ,87865.07,ΙΑΜΕΞ ΙΑΤΡΙΚΑ ΕΙΔΗ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ,2026-05-18,https://diavgeia.gov.gr/doc/%CE%A8%CE%99%CE%A3%CE%9B4690%CE%A9%CE%A7-%CE%A0%CE%9C%CE%A6
99221993,Ευαγγελισμός (largest),ΨΟΣΘ4690ΩΧ-ΤΧΧ,286088.24,AOP ORPHAN  ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΛΛΑΔΑΣ ΜΟΝΟΠΡΟ,2024-03-04,https://diavgeia.gov.gr/doc/%CE%A8%CE%9F%CE%A3%CE%984690%CE%A9%CE%A7-%CE%A4%CE%A7%CE%A7
99221993,Ευαγγελισμός (largest),ΨΨΕ54690ΩΧ-ΚΦΦ,1931.88,ΕΘΝΙΚΗ FACTORS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΡΑΚΤΟΡΕ,2023-04-27,https://diavgeia.gov.gr/doc/%CE%A8%CE%A8%CE%9554690%CE%A9%CE%A7-%CE%9A%CE%A6%CE%A6
99221993,Ευαγγελισμός (largest),6ΞΠΣ4690ΩΧ-ΥΚ9,6500.0,ΧΑΛΒΑΔΑΚΗΣ ΙΩΑΝΝΗΣ ΚΑΙ ΑΦΟΙ ΧΑΛΒΑΔΑΚΗ ΟΕ,2023-07-26,https://diavgeia.gov.gr/doc/6%CE%9E%CE%A0%CE%A34690%CE%A9%CE%A7-%CE%A5%CE%9A9
99221993,Ευαγγελισμός (largest),ΨΜΒΒ4690ΩΧ-ΚΘΧ,1252.4,ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕ,2022-09-02,https://diavgeia.gov.gr/doc/%CE%A8%CE%9C%CE%92%CE%924690%CE%A9%CE%A7-%CE%9A%CE%98%CE%A7
99221993,Ευαγγελισμός (largest),91Ω94690ΩΧ-ΖΣΓ,1898.1,ΑΝΑΣΤΑΣΙΟΣ ΔΙΓΚΑΣ  ΕΕ,2022-04-07,https://diavgeia.gov.gr/doc/91%CE%A994690%CE%A9%CE%A7-%CE%96%CE%A3%CE%93
99221993,Ευαγγελισμός (largest),6ΡΖΕ4690ΩΧ-ΒΞ1,296136.46,ΒΙΟΚΟΣΜΟΣ ΙΑΤΡΙΚΟΣ ΕΠΙΣΤΗΜΟΝΙΚΟΣ ΕΞΟΠΛΙΣ,2023-10-04,https://diavgeia.gov.gr/doc/6%CE%A1%CE%96%CE%954690%CE%A9%CE%A7-%CE%92%CE%9E1
99221993,Ευαγγελισμός (largest),ΨΤ5Γ4690ΩΧ-9ΩΘ,13062.16,ΧΑΤΖΗΑΝΑΣΤΑΣΙΟΥ Χ ΚΑΙ ΣΙΑ ΟΕ,2023-10-05,https://diavgeia.gov.gr/doc/%CE%A8%CE%A45%CE%934690%CE%A9%CE%A7-9%CE%A9%CE%98
99221993,Ευαγγελισμός (largest),67844690ΩΧ-Ρ6Υ,56498.04,Κ ΤΕΛΙΔΗΣ ΙΑΤΡΙΚΟΣ ΚΑΙ ΝΟΣΟΚΟΜΕΙΑΚΟΣ ΚΑΙ,2021-08-05,https://diavgeia.gov.gr/doc/67844690%CE%A9%CE%A7-%CE%A16%CE%A5
99221993,Ευαγγελισμός (largest),60ΠΖ4690ΩΧ-ΘΧΔ,2984.18,UNI PHARMA ΚΛΕΩΝ ΤΣΕΤΗΣ ΦΑΡΜΑΚΕΥΤΙΚΑ ΕΡΓ,2025-07-17,https://diavgeia.gov.gr/doc/60%CE%A0%CE%964690%CE%A9%CE%A7-%CE%98%CE%A7%CE%94
99221993,Ευαγγελισμός (largest),6ΣΞΥ4690ΩΧ-8ΨΘ,620.0,ΕΥΑΓΓΕΛΟΣ ΓΕΡ ΑΡΑΒΑΝΤΙΝΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙ,2021-11-16,https://diavgeia.gov.gr/doc/6%CE%A3%CE%9E%CE%A54690%CE%A9%CE%A7-8%CE%A8%CE%98
99221993,Ευαγγελισμός (largest),Ψ67Φ4690ΩΧ-ΑΗΗ,48816.91,BOSTON SCIENTIFIC ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝ,2025-09-16,https://diavgeia.gov.gr/doc/%CE%A867%CE%A64690%CE%A9%CE%A7-%CE%91%CE%97%CE%97
99221993,Ευαγγελισμός (largest),6ΡΜΝ4690ΩΧ-4Ρ3,508031.08,JANSSEN CILAG ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕΒΕ,2022-05-13,https://diavgeia.gov.gr/doc/6%CE%A1%CE%9C%CE%9D4690%CE%A9%CE%A7-4%CE%A13
99221993,Ευαγγελισμός (largest),ΨΞ4Β4690ΩΧ-ΛΒ9,22664.48,ZERONO ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΙΣΑΓΩΓΗΣ ΕΞΑΓΩΓ,2022-03-23,https://diavgeia.gov.gr/doc/%CE%A8%CE%9E4%CE%924690%CE%A9%CE%A7-%CE%9B%CE%929
99221993,Ευαγγελισμός (largest),ΡΩΡ34690ΩΧ-Ο4Λ,64872.6,ΑΝΑΣΤΑΣΙΟΣ ΜΑΥΡΟΓΕΝΗΣ ΙΑΤΡΟΤΕΧΝΟΛΟΓΙΚΑ Ε,2024-07-17,https://diavgeia.gov.gr/doc/%CE%A1%CE%A9%CE%A134690%CE%A9%CE%A7-%CE%9F4%CE%9B
99221993,Ευαγγελισμός (largest),66184690ΩΧ-Α0Ε,450.4,ΤΑΡΓΚΕΤ ΦΑΡΜΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟ,2022-03-04,https://diavgeia.gov.gr/doc/66184690%CE%A9%CE%A7-%CE%910%CE%95
99221993,Ευαγγελισμός (largest),99Δ54690ΩΧ-7ΤΦ,76602.24,UNISON FACILITY SERVICES ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩ,2025-04-30,https://diavgeia.gov.gr/doc/99%CE%9454690%CE%A9%CE%A7-7%CE%A4%CE%A6
99221993,Ευαγγελισμός (largest),ΨΨΧΛ4690ΩΧ-5Δ5,16950.0,BOSTON SCIENTIFIC ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝ,2025-02-10,https://diavgeia.gov.gr/doc/%CE%A8%CE%A8%CE%A7%CE%9B4690%CE%A9%CE%A7-5%CE%945
99221993,Ευαγγελισμός (largest),Ψ2ΣΝ4690ΩΧ-Α6Ν,3261.2,COMPUTER STUDIO ΣΥΣΤΗΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ Ε,2023-04-04,https://diavgeia.gov.gr/doc/%CE%A82%CE%A3%CE%9D4690%CE%A9%CE%A7-%CE%916%CE%9D
99221993,Ευαγγελισμός (largest),97Π74690ΩΧ-0ΨΞ,10.8,ΜΕΤΟΧΙΚΟ ΤΑΜΕΙΟ ΠΟΛΙΤΙΚΩΝ ΥΠΑΛΛΗΛΩΝ,2024-02-13,https://diavgeia.gov.gr/doc/97%CE%A074690%CE%A9%CE%A7-0%CE%A8%CE%9E
99221993,Ευαγγελισμός (largest),9ΘΜΕ4690ΩΧ-3ΥΤ,38905.95,ΦΑΡΑΝ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ Ε,2021-10-19,https://diavgeia.gov.gr/doc/9%CE%98%CE%9C%CE%954690%CE%A9%CE%A7-3%CE%A5%CE%A4
99221993,Ευαγγελισμός (largest),6ΦΝΧ4690ΩΧ-Λ36,39152.93,MILIMED  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΥΣΗ,2023-05-15,https://diavgeia.gov.gr/doc/6%CE%A6%CE%9D%CE%A74690%CE%A9%CE%A7-%CE%9B36
99221993,Ευαγγελισμός (largest),9Ο2Σ4690ΩΧ-1ΒΔ,952.12,ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΜΕΤΑΦΟΡΩΝ ΕΚΜΕΤΑΛΛΕΥΣΕ,2023-05-19,https://diavgeia.gov.gr/doc/9%CE%9F2%CE%A34690%CE%A9%CE%A7-1%CE%92%CE%94
99221993,Ευαγγελισμός (largest),92ΨΖ4690ΩΧ-7ΝΣ,2527.36,STYLE RENTALS ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑ,2024-02-14,https://diavgeia.gov.gr/doc/92%CE%A8%CE%964690%CE%A9%CE%A7-7%CE%9D%CE%A3
99221993,Ευαγγελισμός (largest),6Θ734690ΩΧ-74Φ,6265.72,ΑΝΑΝΙΑΔΗΣ Γ ΕΕ,2023-10-17,https://diavgeia.gov.gr/doc/6%CE%98734690%CE%A9%CE%A7-74%CE%A6
99221993,Ευαγγελισμός (largest),ΡΠΚ24690ΩΧ-3Λ5,2014.97,HALEON ΕΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,2024-05-27,https://diavgeia.gov.gr/doc/%CE%A1%CE%A0%CE%9A24690%CE%A9%CE%A7-3%CE%9B5
99221993,Ευαγγελισμός (largest),6Τ964690ΩΧ-Ρ6Ψ,4798.8,Π ΑΡΑΠΗΣ ΚΑΙ ΣΙΑ ΟΕ,2022-08-03,https://diavgeia.gov.gr/doc/6%CE%A4964690%CE%A9%CE%A7-%CE%A16%CE%A8
99221993,Ευαγγελισμός (largest),ΡΠΒ84690ΩΧ-ΦΙΕ,5048.04,ELEKTRA HELLAS AE,2024-04-18,https://diavgeia.gov.gr/doc/%CE%A1%CE%A0%CE%9284690%CE%A9%CE%A7-%CE%A6%CE%99%CE%95
99221993,Ευαγγελισμός (largest),97ΚΑ4690ΩΧ-Ρ15,62580.39,ΜΕΝΤΙΓΟΥΕΙ ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΙΑΤΡΙΚΩΝ,2025-09-17,https://diavgeia.gov.gr/doc/97%CE%9A%CE%914690%CE%A9%CE%A7-%CE%A115
99221993,Ευαγγελισμός (largest),ΨΧ994690ΩΧ-ΥΘΝ,6758.0,ΙΤΟ ΔΙΕΘΝΗΣ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΟΥ ΕΠΕ,2026-03-06,https://diavgeia.gov.gr/doc/%CE%A8%CE%A7994690%CE%A9%CE%A7-%CE%A5%CE%98%CE%9D
99221993,Ευαγγελισμός (largest),ΨΦΨΨ4690ΩΧ-Τ2Θ,14230.5,ΛΕΝΚΟ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΟ ΕΡΕ,2021-12-16,https://diavgeia.gov.gr/doc/%CE%A8%CE%A6%CE%A8%CE%A84690%CE%A9%CE%A7-%CE%A42%CE%98
99221993,Ευαγγελισμός (largest),94234690ΩΧ-Χ92,9735.6,ΕΛΛΗΝΙΚΗ ΕΠΙΤΡΟΠΗ ΑΤΟΜΙΚΗΣ ΕΝΕΡΓΕΙΑΣ,2025-02-10,https://diavgeia.gov.gr/doc/94234690%CE%A9%CE%A7-%CE%A792
99221993,Ευαγγελισμός (largest),Ψ0ΘΡ4690ΩΧ-Φ22,1204.04,"ΛΑΣΚΑΡΙΔΗΣ,,ΕΜΜΑΝΟΥΗΛ,ΙΩΑΝΝΗΣ",2024-11-29,https://diavgeia.gov.gr/doc/%CE%A80%CE%98%CE%A14690%CE%A9%CE%A7-%CE%A622
99221993,Ευαγγελισμός (largest),ΨΙΙΜ4690ΩΧ-Ω15,1000.0,ΕΛΛΗΝΙΚΑ ΤΑΧΥΔΡΟΜΕΙΑ,2022-05-06,https://diavgeia.gov.gr/doc/%CE%A8%CE%99%CE%99%CE%9C4690%CE%A9%CE%A7-%CE%A915
99221993,Ευαγγελισμός (largest),9Θ0Ξ4690ΩΧ-Θ3Τ,4616.52,CARDIO INNOVATION ΕΙΣΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ Ι,2025-02-07,https://diavgeia.gov.gr/doc/9%CE%980%CE%9E4690%CE%A9%CE%A7-%CE%983%CE%A4
99221993,Ευαγγελισμός (largest),ΨΤΡ14690ΩΧ-Ο54,72763.24,MILIMED  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΥΣΗ,2026-06-04,https://diavgeia.gov.gr/doc/%CE%A8%CE%A4%CE%A114690%CE%A9%CE%A7-%CE%9F54
99221993,Ευαγγελισμός (largest),9ΚΔΙ4690ΩΧ-ΜΨΩ,62155.2,ADVANCED NEURO ΙΚΕ,2024-05-15,https://diavgeia.gov.gr/doc/9%CE%9A%CE%94%CE%994690%CE%A9%CE%A7-%CE%9C%CE%A8%CE%A9
99221993,Ευαγγελισμός (largest),ΨΗ7Ν4690ΩΧ-Υ35,20460.0,SPARK ΣΥΜΒΟΥΛΟΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΜΟΝΟΠΡΟΣΩΠΗ,2025-07-24,https://diavgeia.gov.gr/doc/%CE%A8%CE%977%CE%9D4690%CE%A9%CE%A7-%CE%A535
99221993,Ευαγγελισμός (largest),6Γ644690ΩΧ-46Σ,49972.0,ΠΑΠΑΠΟΣΤΟΛΟΥ Ν ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ  ΕΤΑΙΡΕΙ,2022-07-20,https://diavgeia.gov.gr/doc/6%CE%93644690%CE%A9%CE%A7-46%CE%A3
99221993,Ευαγγελισμός (largest),ΨΨΒΩ4690ΩΧ-ΡΩ0,223.2,GEON ΠΕΡΙΒΑΛΛΟΝΤΙΚΗ ΕΝΕΡΓΕΙΑΚΗ ΜΟΝΟΠΡΟΣΩ,2025-07-09,https://diavgeia.gov.gr/doc/%CE%A8%CE%A8%CE%92%CE%A94690%CE%A9%CE%A7-%CE%A1%CE%A90
99221993,Ευαγγελισμός (largest),ΨΖ9Θ4690ΩΧ-ΥΔ7,3080.07,ΑΡΗΤΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΚΑΙ,2024-06-17,https://diavgeia.gov.gr/doc/%CE%A8%CE%969%CE%984690%CE%A9%CE%A7-%CE%A5%CE%947
99221993,Ευαγγελισμός (largest),ΨΞ1Τ4690ΩΧ-Ξ9Ω,26244.65,CHIESI ΕΛΛΑΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗ,2022-11-24,https://diavgeia.gov.gr/doc/%CE%A8%CE%9E1%CE%A44690%CE%A9%CE%A7-%CE%9E9%CE%A9
