ada,issue_date,subject,supplier_afm,supplier_name,reason
608Χ46907Κ-ΥΩΦ,2022-03-02,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΟΑΕΔ 55-67 ΕΤΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΩΞΦ46907Κ-46Ξ,2022-03-02,ΑΠΟΖΗΜΙΩΣΗ ΑΝΤΙΡΡΗΣΙΑ ΣΥΝΕΙΔΗΣΗΣ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω27Ο46907Κ-ΣΞΧ,2022-03-02,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΩΧΑΑ46907Κ-0ΧΟ,2022-03-02,ΑΝΑΔΡΟΜΙΚΑ ΕΠΙΚΟΥΡΙΚΟΥ ΓΙΑΤΡΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΚ8346907Κ-ΩΞΝ,2022-03-02,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΩΝ ΓΙΑΤΡΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
61ΤΒ46907Κ-ΒΒΖ,2022-03-02,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΠΡΟΣΛΗΨΗ ΛΟΓΩ ΑΝΑΣΤΟΛΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6Ο2946907Κ-371,2022-03-02,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ COVID ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΦΕΒΡΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ψ7ΣΦ46907Κ-ΔΨ7,2022-02-28,ΑΠΟΔΟΣΗ ΕΡΓΟΔΟΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΣΤΟΝ ΕΦΚΑ ΑΠΟ ΠΡΑΚΤΙΚΗ ΑΣΚΗΣΗ ΣΠΟΥΔΑΣΤΩΝ ΔΙΕΚ ΚΛΠ  ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
9ΓΝΝ46907Κ-3Ι5,2022-02-28,ΑΠΟΔΟΣΗ ΕΙΣΦΟΡΩΝ ΣΤΟΝ ΕΦΚΑ ΑΠΟ ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΚΟΙΝΟΦΕΛΩΝ ΠΡΟΓΡΑΜΜΑΤΩΝ ΟΕΑΔ ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ψ35Χ46907Κ-7ΧΟ,2022-02-28,ΑΠΟΔΟΣΗ ΦΜΥ ΑΠΟ ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΚΟΙΝΙΦΕΛΩΝ ΠΡΟΓΡΑΜΜΑΤΩΝ ΟΑΕΔ ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ψ77Ζ46907Κ-8ΚΒ,2022-02-25,ΧΕ 73,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΚΕ946907Κ-8ΘΙ,2022-02-24,XE 78  ΓΙΑ VERMA DRUGS ABEE,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ψ4ΜΡ46907Κ-Β1Ε,2022-02-03,ΑΠΟΖΗΜΙΩΣΗ ΑΝΤΙΡΡΗΣΙΑ ΣΥΝΕΙΔΗΣΗΣ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ε66946907Κ-ΡΓΠ,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΟΑΕΔ (55-67 ΕΤΩΝ) ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΕΠΨΚ46907Κ-Ε86,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ (ΑΠΟ  ΑΝΑΣΤΟΛΕΣ) ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
9ΞΑΗ46907Κ-5Τ3,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ COVID-19 ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΡΟΨΥ46907Κ-ΓΨΣ,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΣΟΧ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΩΜΙ846907Κ-ΡΘΘ,2022-02-03,ΑΝΑΔΡΟΜΙΚΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΡΚΑΜ46907Κ-ΗΙ1,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΡΛ8Υ46907Κ-ΨΒΓ,2022-02-03,ΑΠΟΖΗΜΙΩΣΗ ΣΠΟΥΔΑΣΤΩΝ ΤΕΙ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ  2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΑΤ846907Κ-Γ3Ζ,2022-02-03,ΑΝΑΔΡΟΜΙΚΑ ΕΠΙΚΟΥΡΙΚΩΝ ΓΙΑΤΡΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΡΕΗΗ46907Κ-Φ3Χ,2022-02-03,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΩΝ ΓΙΑΤΡΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΙΑΝΟΥΑΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΒΠ846907Κ-ΠΗ0,2022-01-26,ΑΠΟΔΟΣΗ ΕΡΓΟΔΟΤΙΩΝ ΕΙΣΦΟΡΩΝ ΣΤΟΝ ΕΦΚΑ ΑΠΟ ΠΡΑΚΤΙΚΗ ΑΣΚΗΣ ΣΠΟΥΔΑΣΤΩΝ ΔΙΕΚ ΚΛΠ ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΞ8Ξ46907Κ-Ρ8Ψ,2022-01-26,ΑΠΟΔΟΣΗ ΦΜΥ ΑΠΟ ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΚΟΙΝΟΦΕΛΩΝ ΠΡΟΓΡΑΜΜΑΤΩΝ ΟΑΕΔ ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΘΡΛ46907Κ-Ν2Γ,2022-01-26,ΑΠΟΔΟΣΗ ΕΡΓΟΔΟΤΙΚΩΝ ΕΙΣΦΟΡΩΝ ΣΤΟΝ ΕΦΚΑ ΑΠΟ ΤΑΚΤΙΚΗ ΜΙΣΘΟΔΟΣΙΑ ΚΟΙΝΟΦΕΛΩΝ ΠΡΟΓΡΑΜΜΑΤΩΝ ΟΑΕΔ ΣΤΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΝΓ946907Κ-ΕΘΞ,2021-12-29,ΑΝΑΔΡΟΜΙΚΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω58046907Κ-ΡΑΑ,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΚΨ746907Κ-ΥΤΓ,2021-12-29,ΑΝΑΔΡΟΜΙΚΑ ΥΠΑΛΛΗΛΩΝ Ι.Δ. ΣΕ ΑΝΤΙΚΑΤΑΣΤΑΣΗ  ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω8Δ146907Κ-9ΥΞ,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΥΠΑΛΛΗΛΩΝ Ι.Δ. ΣΕ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΟΝΙΜΩΝ ΜΕ ΑΝΑΣΤΟΛΗ ΚΑΘΗΚΟΝΤΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6Φ2Τ46907Κ-Τ9Φ,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΥΠΑΛΛΗΛΩΝ ΠΡΟΓΡΑΜΜΑΤΟΣ ΟΑΕΔ 55-67 ΕΤΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΤΜ446907Κ-ΡΓ3,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΥΠΑΛΛΗΛΩΝ Ι.Δ. ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω1Ψ846907Κ-ΨΒΗ,2021-12-29,ΑΠΟΖΗΜΙΩΣΗ ΣΠΟΥΔΑΣΤΩΝ ΤΕΙ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω2ΓΙ46907Κ-ΜΒΟ,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΣΤΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
63ΘΗ46907Κ-Ο3Ι,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΝΞΡ46907Κ-ΙΤ2,2021-12-29,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΩΝ ΓΙΑΤΡΩΝ ΕΣΥ ΓΕΝΙΚΟΥ ΝΟΣΚΟΜΕΙΟΥ ΡΟΔΟΥ ΝΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
Ω86Ω46907Κ-ΟΔΑ,2021-12-29,ΑΠΟΖΗΜΙΩΣΗ ΑΝΤΙΡΡΗΣΙΩΝ ΣΥΝΕΙΔΗΣΗΣ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΔΕΚΕΜΒΡΙΟΥ 2021,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
9ΡΧΥ46907Κ-ΩΑΔ,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ COVID ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΗΣΠ46907Κ-ΓΥ8,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΣΕ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΑΝΑΣΤΟΛΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΝΛ146907Κ-Ψ1Α,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΩΝ ΓΙΑΤΡΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΩΥΨΛ46907Κ-1ΣΙ,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΚΟΥΡΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ  ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
99ΛΩ46907Κ-4ΩΙ,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΥΠΑΛΛΗΛΩΝ ΠΡΟΓΡΑΜΜΑΤΟΣ ΟΑΕΔ 55-67 ΕΤΩΝ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΛΡΧ46907Κ-0ΓΞ,2022-09-30,ΑΠΟΖΗΜΙΩΣΗ ΣΠΟΥΔΑΣΤΩΝ ΤΕΙ ΓΕΝΙΚΟΥ ΝΟΣΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
6ΚΚΝ46907Κ-4ΙΓ,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΕΠΙΣΗΜΟΝΙΚΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΖΛΡ46907Κ-ΚΨ6,2022-09-30,ΑΠΟΖΗΜΙΩΣΗ ΑΝΤΙΡΡΗΣΙΩΝ ΣΥΝΕΙΔΗΣΗΣ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
ΨΓΥΤ46907Κ-ΠΧΦ,2022-09-30,ΜΙΣΘΟΔΟΣΙΑ ΠΡΟΣΩΠΙΚΟΥ ΙΔΟΧ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΡΟΔΟΥ ΜΗΝΟΣ ΣΕΠΤΕΜΒΡΙΟΥ 2022,999052193,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΡΟΔΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΔΡΕΟΥ,self-referential (payroll/EFKA/FMY remittance)
