ada,issue_date,subject,supplier_afm,supplier_name,recorded_amount,note
62Β146906Ε-Ι02,2023-05-22,Χ.Ε.,998280573,OPTIMUM ORTHOPEDICS ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,998280573.00,amount equals supplier AFM - data-entry error
ΨΞΠΗ46906Ε-ΓΝΛ,2025-12-09,Χ.Ε.,996985473,ΚΑΡΟΥΖΟΣ ΓΙΑΝΝΗΣ ΚΑΙ ΣΥΝΕΡΓΑΤΕΣ ΔΙΚΗΓΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,996985473.00,amount equals supplier AFM - data-entry error
