ada,issue_date,subject,supplier_afm,supplier_name,recorded_amount,note
6ΦΟΙ46904Κ-8ΛΠ,2023-07-21,ΧΕ1741Α/23  ΠΡΟΜΗΘΕΙΑ ΕΠΙΠΛΩΝ ΚΑΙ ΥΛΙΚΩΝ ΔΑΠΕΔΩΝ  ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ 573/23,801632261,AKYLIN  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,801632261.00,amount equals supplier AFM - data-entry error
6ΦΟΙ46904Κ-8ΛΠ,2023-07-21,ΧΕ1741Α/23  ΠΡΟΜΗΘΕΙΑ ΕΠΙΠΛΩΝ ΚΑΙ ΥΛΙΚΩΝ ΔΑΠΕΔΩΝ  ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ 573/23,801632261,AKYLIN  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,801632261.00,amount equals supplier AFM - data-entry error
Ρ6Ζ446904Κ-ΥΒ3,2025-02-06,ΧΕ60Α/25    ΧΠ 5/2024 ΠΡΟΜΗΘΕΙΑ ΥΓΕΙΝΟΜΙΚΟΥ ΥΛΙΚΟΥ,998283495,ARETEION MEDICALS ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΕΙΣΑΓΩΓΕΣ ΙΑΤΡΙΚΩΝ ΕΙΔΩΝ,998283495.00,amount equals supplier AFM - data-entry error
