ada,issue_date,subject,supplier_afm,supplier_name,recorded_amount,note
6ΦΡΡ46906Ρ-ΛΕΘ,2024-04-22,T. Γ.1057-29/12/2023 T. Γ.1058-29/12/2023 T. Γ.1060-29/12/2023,094047060,ΒΑΡΕΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΧΗΜΙΚΑ ΚΑΙ ΔΙΑΓΝΩΣΤΙΚΑ,94047060.00,amount equals supplier AFM - data-entry error
9Χ4Σ46906Ρ-ΕΟ1,2024-04-17,ΤΙΜΟΛΟΓΙΑ: T. 297-13/12/2023,800502874,F M FEED ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,800502874.00,amount equals supplier AFM - data-entry error
